Keys,"Солов'їна [ua-UA]"
Quest_Travel_TheBarrenCoast_INTRO,"Прогулянка від Храму переходить з пустелі в чагарник, а потім ви досягаєте краю західного лісу. Спочатку радіючи тому, що ви вийшли з пекла сонця, ваше полегшення змінюється занепокоєнням, коли похмурі джунглі, здається, нависають з усіх боків. Незабаром стежка проходить повз грубі знаки, забруднені кров'ю. Ви готуєтеся до візиту гостей!"
Quest_Travel_TheBarrenCoast_LIST,"Прокладіть маршрут через ліс"
Quest_Travel_TheBarrenCoast_NAME,"Прибережна дорога"
Quest_Travel_TheBuriedTrenches_DESC,"Щось забруднює воду в регіоні, знайдіть це."
Quest_Travel_TheBuriedTrenches_INTRO,"Сподіваючись зустрітися віч-на-віч із джерелом Гнилі в Солодководді, ви наважилися вирушити в Південну пустелю. Її дюни розкинулися перед вами, нескінченні та владні, а ваш просочений потом одяг робить ваше спорядження ще важчим. Піски вкривають таємничі підземні резервуари, які забезпечують водою в будь-яку пору року всі прилеглі поселення, включно зі Солодководдям. Ці резервуари були залишені колись великою цивілізацією, але тільки руїни над землею розповідають їхню історію. Коли ви підходите до входу і спускаєтеся в самі траншеї, повітря різко охолоджується. Незабаром ви виявляєте, що жадаєте теплого світла смолоскипа в темному кам'яному коридорі, але щойно ваші смолоскипи запалені, ви одразу хочете, щоб це було не так..."
Quest_Travel_TheBuriedTrenches_LIST,"Відстежте джерело Гнилі"
Quest_Travel_TheBuriedTrenches_NAME,"Траншейна стопа"
Quest_Travel_TheCityOfSlate_DESC,"Стародавній зруйнований City of Slate колись був мрією археолога, але тепер він наповнений нежиттю."
Quest_Travel_TheCityOfSlate_INTRO,"Ви добираєтеся до околиці міста, але воно більше схоже на гігантську гробницю в пустелі, ніж на центр колись могутньої імперії. Археологи, які колись процвітали тут, давно пішли, і ви незабаром розумієте чому - коли ви проходите повз спалені трупи, всіяні стрілами. Хто ж це зробив?"
Quest_Travel_TheCityOfSlate_LIST,"Очистіть руїни від нежиті"
Quest_Travel_TheCityOfSlate_NAME,"Мисливці за реліквіями"
Quest_Travel_TheCopperOasis_DESC,"Copper Oasis був тим місцем для мандрівників, де вони могли поповнити свої фляги після подорожі через Deadlands, але тепер зграя вермлінгів зробила його своїм домом. Настав час, щоб змусити їх піти."
Quest_Travel_TheCopperOasis_INTRO,"Ви йдете протягом кількох днів через Deadlands, область з невеликою кількістю життя або краси. Піднявшись на вершину кам'янистого виступу, ви бачите вдалині Оазис, що не вписується в навколишню пустелю. Наступного ранку ви прибуваєте на галявину лісу й одразу ж чуєте цвірінькання та дуже гугняві звуки Вермлінгів, настав час знову зробити це місце безпечним для мандрівників."
Quest_Travel_TheCopperOasis_LIST,"Очистіть оазис від присутності вермлінгів"
Quest_Travel_TheCopperOasis_NAME,"Боротьба зі шкідниками"
Quest_Travel_TheDome_DESC,"Культисти вигнали хранителів Купола, групу істориків, які присвятили себе турботі про будову."
Quest_Travel_TheDome_INTRO,"Купол колись був великою ареною для змагань між найкращими бійцями королівства, але відтоді став радше пам'ятником цінностям минулих поколінь. Нині там мешкає невелика група істориків, саме з одним із них ви зустрілися, коли наблизилися до будівлі. Вона повідомляє вам, що кілька місяців тому, деякі вбрані в темне культисти прибули і погрожували їм, змушуючи їх відійти від основних структур. Відтоді доступ до них закритий. Вона вважає, що культистів можна знайти на нижніх рівнях купола, де були поховані тіла багатьох із минулих суперників. Ти слідуєш її вказівкам, у темряву внизу."
Quest_Travel_TheDome_LIST,"Культисти з Ліги Умбри були помічені такими, що виконують дивні обряди"
Quest_Travel_TheDome_NAME,"У темряву"
Quest_Travel_TheEnclave_DESC,"У мера з The Enclave пропали безвісти рідкісні гончаки, після низки зникнень в останні тижні."
Quest_Travel_TheEnclave_INTRO,"Ви зустрічаєтеся з мером Анклаву на околиці міста - він пояснює, чому ви потрібні тут. Місцеві жителі повідомили, що їхня домашня худоба, домашні тварини та інші дикі тварини, мабуть, пропали безвісти останнім часом, але лише коли його особисті собаки пропали безвісти, він відчув необхідність зв'язатися з вами. Він сказав, що чув їхнє виразне виття, яке лунає з лісу на південь від Wildspire, і просить вас повернути їх, даючи вам команди, необхідні для того, щоб запобігти їхньому нападу на вас. Коли ви прямуєте до лісу, ви чуєте виття, що лунає з сусідньої галявини. Коли ви досягнете його, ви бачите вхід до печери... Ви підходите до входу і прокрадаєтеся всередину."
Quest_Travel_TheEnclave_LIST,"Врятуйте особистих гончих мера"
Quest_Travel_TheEnclave_NAME,"Порятунок тварин"
Quest_Travel_TheHermitage_DESC,"Самотній учений-винахідник проводив експерименти з нежиттю. Втративши контроль над ними, вони захопили нижній поверх його вежі."
Quest_Travel_TheHermitage_INTRO,"З вами зв'язався пустельник-винахідник, який живе один у вежі, розташованій глибоко в лісі, після того, як заводного птаха послали в Lowtown із проханням про допомогу. Мабуть, його дослідження в галузі воскресіння мертвих були частково успішними: тіла і душі були воскрешені, хоча, на жаль, не в один і той самий час, що викликало деякі неприємні побічні ефекти. Ви дотримуєтеся вказівок і прибуваєте до основи вежі. Нежить бродить вільно. Вам потрібно буде очистити територію, перш ніж ви зможете піднятися нагору, щоб поговорити з ним."
Quest_Travel_TheHermitage_LIST,"Очистіть нижній поверх Ермітажу від нежиті"
Quest_Travel_TheHermitage_NAME,"Дивна наука"
Quest_Travel_TheHole_DESC,"Ідіть до згаслого вулкана, куди прямували Саввас."
Quest_Travel_TheHole_INTRO,"Коли ви залишаєте Літноводдя, жителі села змітають останню сльоту з тротуарів, а ви ставите собі питання, чи буде він перейменований після цього епізоду погоди! Ваш пункт призначення - ""The Hole"" - древній згаслий вулкан, де археологи виявили залишки старого храму Саввас. Ви зітхаєте, коли бачите грозові хмари, що оточують вершину на віддалі, і ви відчуваєте, що маєте хорошу ідею, чого очікувати. Коли ви піднімаєтеся старою гірською стежкою до розкопок, ви бачите маленькі намети з деякими сім'ями археологів, що скупчилися всередині. Усі роботи припинилися відтоді, як настала така погода. Ви нікого більше не бачите, поки рухаєтеся до входу в храм. Що чекатиме нас усередині?"
Quest_Travel_TheHole_LIST,"Дослідіть храм Саввас, виявлений у ""The Hole"
Quest_Travel_TheHole_NAME,"Храм льоду"
Quest_Travel_TheMarches_DESC,"Зграї вермлінгів контролюють територію - вам належить очистити табір від них."
Quest_Travel_TheMarches_INTRO,"Коли ви прямуєте на північ від Demonspire, стежка поступово перетворюється на бруд, а фермерські угіддя поступаються місцем невеликим ділянкам лісу.<br>Увійшовши в одну з таких хащ, ви чуєте виття вовків на вітрі й дивне пронизливе бурчання, що підганяє їх. Схоже, вони відчули ваш запах, ви готуєтеся до бою."
Quest_Travel_TheMarches_LIST,"Розблокуйте торговий шлях до the Marches"
Quest_Travel_TheMarches_NAME,"Марш на північ"
Quest_Travel_ThePyre_DESC,"Останні стражники, що населяють одну з південних людських фортець, втекли з розповідями про нежиті та джинів, які нападають на них, настав час розібратися."
Quest_Travel_ThePyre_INTRO,"The Pyre - це побудована людьми фортеця пару-трійку сотень років тому, яка ознаменувала рівень людського прогресу на півдні в цих землях. Населена ще зовсім недавно, тепер же вона асоціюється з історіями про привидів і бабусиними казками. Ви добираєтеся до вежі в піщану бурю. Вона порожня, але ви не можете відчути нічого незвичайного. Коли вітер посилюється, ви змушені сховатися під землею і розбити табір у старій гробниці. Раптово ви прокидаєтеся серед ночі від звуків клацання кісток і чогось іще тривожнішого - гуркоту ланцюгів."
Quest_Travel_ThePyre_LIST,"Розслідуйте повідомлення про привидів пустелі в The Pyre"
Quest_Travel_ThePyre_NAME,"Злі Джини"
Quest_Travel_TheShiftingSands_DESC,"Зберіть припаси для вашої подорожі на південь."
Quest_Travel_TheShiftingSands_NAME,"Озброєний до зубів"
Quest_Travel_TheShiftingsands_INTRO,"Шлях через Південну пустелю до річки довгий. Знаючи, що без відпочинку і припасів вам не вижити, ви зупиняєтесь на першому ж аванпості на шляху, невеликому археологічному таборі, що біля Shifting Sands. Археологи у нестямі від радості, що ви тут і особливо зацікавлені у вашому досвіді всередині Buried Trenches. Ви проводите чудовий вечір, обмінюючись розповідями про пустелю і дізнаєтеся щось неймовірне: цей аванпост нещодавно розкопав якісь дивні зуби всередині розбитого горщика і вірите, що він походить від тієї самої загубленої цивілізації, що побудувала Buried Trenches. Знахідка була зроблена кількома кочівниками із сусіднього табору, які стверджували, що бачили подібні артефакти під час подорожі пустелею. Ви лягаєте в намети на ніч, ваша голова сповнена можливостей і питань, раптом крики битви будять вас. У цьому хаосі ви розділені. Захищайтеся!"
Quest_Travel_TheShiftingsands_LIST,"Південний похід"
Quest_Travel_TheSloshedSquirrel_DESC,"Група сільських жителів святкувала день народження свого друга в місцевому готелі, коли місцевий ватажок розбійників зажадав данину. Вони відмовилися і тепер застрягли всередині."
Quest_Travel_TheSloshedSquirrel_INTRO,"Вас вітає сільський житель, який втік у Demonspine. Він повідомляє вам, що після першого нападу Вермлінгів його друзі вирішили, що вони можуть піти до пабу, випити пінту елю і почекати, поки все це вляжеться... але очевидно, що ця порада не надто добре працює в кризу. Ви прямуєте вниз лісовою стежкою до Хмільної Білки, вона видається доволі добре використовуваною, зважаючи на те, що вона веде лише до пабу. Коли ви наближаєтеся до будівлі, стріли зі свистом проносяться повз ваш загін з усіх боків. Ви перебуваєте під атакою!"
Quest_Travel_TheSloshedSquirrel_LIST,"Врятуйте п'яниць, спійманих у пастку на заїжджому дворі в лісі"
Quest_Travel_TheSloshedSquirrel_NAME,"Чарка в темряві"
Quest_Travel_TheThorngate_DESC,"Дивна мелодія була чутна всю ніч, а наступного ранку жителі Thorngate щосили намагаються знайти своїх зниклих дітей."
Quest_Travel_TheThorngate_INTRO,"Ви добираєтеся до околиці Thorngate, де вас зустрічає група збожеволілих від тривоги батьків, які негайно звертаються до вас і просять допомогти знайти їхніх дітей. Ви збираєте воєдино події останніх ночей: батьки розповідають про дивну музику у своїх снах, про пробудження пізно ввечері, а потім виявляють, що їхні діти пішли. Ви вирішуєте залишитися в цьому районі на ніч, оточений простою захисною аурою. Опівночі ви чуєте переливи дивної мелодії і прямуєте до джерела. Після подорожі протягом кількох годин ви знаходите печеру в лісі і прямуєте вниз, щоб розглянути джерело."
Quest_Travel_TheThorngate_LIST,"Діти Thorngate зникли безвісти, йдіть і врятуйте їх"
Quest_Travel_TheThorngate_NAME,"Печера спокуси"
Quest_Travel_Toadmoor_DESC,"Віддалене село Ропухівка у східних болотах завжди страждало від диких тварин, які крали худобу фермерів, але тепер повідомляють про щось небезпечніше."
Quest_Travel_Toadmoor_INTRO,"Мер Ропухівки зустрічає вас на шляху до села та розповідає про недавні напади на місцеву худобу. Він пояснює, що собаки та вовки завжди блукали болотами, але нещодавно фермери знаходили жорстоко покалічених тварин або втрачали цілі отари овець за один напад. Люди бояться виходити з міст, а деякі навіть повідомляють про побачення драконів. Він пояснює, що більшість нападів відбувалися біля Магнум Тору, скелястого виступу, і ви вирушаєте в тому напрямку. Біля підніжжя стрімкого гранітного схилу ви помічаєте вхід до печери, оточений кістками. Це, мабуть, те, що ви шукаєте... Ви заходите всередину."
Quest_Travel_Toadmoor_LIST,"Жителі села скаржаться на напади драконів, ідіть і розвідайте"
Quest_Travel_Toadmoor_NAME,"Драконтопі"
Quest_Travel_WayfarersRest_DESC,"У цьому районі торгових таборів тепер тихо через нічні набіги розбійників. Розставте пастку і проженіть їх!"
Quest_Travel_WayfarersRest_INTRO,"Ви знаходите велику галявину в невеличкому гаю і облаштовуєте її так, щоб вона виглядала як звичайний купецький табір. Коли настає ніч, ви чуєте, як низькі голоси сходяться до вашого місця. Коли вони вриваються на галявину, ви підхоплюєтеся, готовий дати розбійникам урок, який вони не забудуть. Однак ви просто не очікували, що їх буде так багато!"
Quest_Travel_WayfarersRest_LIST,"Влаштувати засідку на натовп розбійників"
Quest_Travel_WayfarersRest_NAME,"Розставити капкан"
Quest_Travel_Wayward_DESC,"Вам сказали, що негідник Саввас, можливо, попрямував у Wayward. Час вирушити туди, щоб подивитися, чи зможете ви знайти якісь зачіпки."
Quest_Travel_Wayward_INTRO,"Ви прямуєте на північ від the Marches до Wayward, одного з найбільших сіл у цьому районі. Воно завжди було плавильним котлом рас і спільнот і цілком може бути місцем призначення для Саввас, які шукають однодумців. Спочатку подорож проходить спокійно, але в міру того, як ви продовжуєте, ви помічаєте, що погода стає не по сезону вітряною. Вітер продовжує набирати силу доти, доки ви не знайшли укриття в найближчому лісі. Ви тиснетеся один до одного на невеликій галявині, коли вітер реве навколо вас, ваші руки закривають ваші обличчя, коли він раптово зупиняється..."
Quest_Travel_Wayward_LIST,"Розслідувати слід Саввас у Wayward"
Quest_Travel_Wayward_NAME,"Вітер змін"
Quest_Travel_Wildspire_DESC,"Кожні 100 років жителі Wildspire потребують захисника. Яких цього року не вистачає - їм явно потрібна ваша допомога."
Quest_Travel_Wildspire_INTRO,"Старійшини Wildspire попросили вашої допомоги в магічному випробуванні. Багато десятиліть тому могутня чародійка прищепила навколишньому лісу чари родючості. Її єдиною умовою було те, що кожне століття місто має надсилати чемпіонів, щоб пройти випробування, доводячи свою цінність.<br><br><br>За останнє століття Wildspire виріс із табору воїнів-Іноксів у мультикультурне суспільство, більше зацікавлене в торгівлі та освіті, ніж у битвах. Оскільки час випробування наближається, старійшини міста таємно наймають найманців, щоб ті воювали за них, щоб землі міста залишилися родючими ще на століття.<br><br><br>Вам дають вказівки, як дістатися до склепу, де на вас чекає випробування, і як дістатися до нього без пригод."
Quest_Travel_Wildspire_LIST,"Жителям Wildspire потрібен захисник"
Quest_Travel_Wildspire_NAME,"Земля випробувань"
ROAD_EVENT_ABANDONED_CART,"Покинутий віз"
ROAD_EVENT_AMBUSH_AFTERMATH,"Результат засідки"
ROAD_EVENT_A_DAGGER_IN_THE_CHEST,"Кинджал у грудях"
ROAD_EVENT_A_DISCARDED_FLASK,"Непотрібна фляжка"
ROAD_EVENT_A_DOWNED_TRAVELER,"Поранений подорожній"
ROAD_EVENT_A_FATEFUL_ENCOUNTER,"Фатальна зустріч"
ROAD_EVENT_A_SHORTCUT,"Короткий шлях?"
ROAD_EVENT_BLOODY_VALRATH,"Кривавий Валрат"
ROAD_EVENT_BROKEN_CART,"Зламаний візок"
ROAD_EVENT_DUEL,"Поєдинок"
ROAD_EVENT_ROPE_BRIDGE,"Мотузковий міст"
ROAD_EVENT_SHADOWS_ON_THE_WALL,"Тіні на стіні"
ROAD_EVENT_STRUNG_UP,"Піднятий"
ROAD_EVENT_THE_FUN_GUY,"Веселий хлопець"
ROAD_EVENT_THE_LONG_DEAD,"Давно померлі"
ROAD_EVENT_THE_OLD_WELL,"Старий колодязь"
ROAD_EVENT_THE_SHRINE,"Святиня"
ROAD_EVENT_THE_WOMAN_OF_THE_WOODS,"Жінка з лісу"
ROAD_EVENT_TOLL_ROAD,"Платна дорога"
Range,"Дальність"
RangeDPS,"Боєць далекого бою"
RangeSupport,"Дальня підтримка"
RangeTank,"Дальній танк"
RatKing,"Щурячий король"
RatSwarm,"Зграя щурів"
RebelHeadquarters,"Штаб-квартира повстанців"
RecoverDiscardedCards,"Відновити скинуті карти"
RecoverLostCards,"Відновити спалені карти"
RedFalcon,"Червоний сокіл"
Redirect,"Перенаправити"
Redthorn,"Красношип"
RefreshItemCards,"Розгорнути карти предметів"
Relic_4_Description,"Коли ви наближаєтеся до місця на вашій карті, ви чуєте спів, що йде з глибини лісу, здається, що напрямки були правильними."
Relic_4_Name,"Крипта притулку"
RemoveConditions,"Прибрати стани"
RendingDrake,"Кігтистий дрейк"
RendingDrakeElite,"Кігтистий дрейк (Елітний)"
Retaliate,"Відплата"
RiversRise,"Підйом річки"
RoaringPeaksMine,"Шахта ""Ревучі вершини"
RockColossus,"Колос"
RockSingle,"Камінь"
RockTriple,"Валун"
Rockfall,"Rockfall"
Rockfall_DESCR,"Це село Саввас розташоване високо на схилах Watcher Mountains. Це гарне місце, щоб знайти ще кілька цікавих дрібничок!"
SANDBOX_SCENARIO_DESCRIPTION,"Сценарій пісочниці для тестування"
SANDBOX_SCENARIO_NAME,"Сценарій пісочниці"
SCENARIO_JOB_1_1_BANDIT_FOREST_START_1,"Розбійники схоже погано підготовлені до вашого візиту, але вони вихоплюють зброю і готуються захищатися."
SCENARIO_JOB_1_1_BANDIT_FOREST_SUCCESS,"Коли розбійники мертві, ти повертаєшся, щоб отримати свою нагороду."
SCENARIO_JOB_1_1_UNDEAD_BANDIT_CRYPT_START_1,"Розбійники посилають нежить уперед, але їх недостатньо, щоб вас турбувати."
SCENARIO_JOB_1_1_UNDEAD_BANDIT_CRYPT_SUCCESS,"Ще одну банду знищено, але ви відчуваєте, як вони стають дедалі зухвалішими."
SCENARIO_JOB_1_1_UNDEAD_CRYPT_START_1,"Нездорового кольору міазми наповнюють цю гробницю. Ви розумієте, що було б розумно закінчити цю роботу і повернутися на свіже повітря."
SCENARIO_JOB_1_1_UNDEAD_CRYPT_SUCCESS,"Нежить пішла, але запах залишився. На щастя, видалення цього не є частиною завдання. Ти виходиш із гробниці і повертаєшся за нагородою."
SCENARIO_JOB_AnEyeForAnEye_Start_1,"У першій кімнаті є кілька культистів, які ""перетворюють"" розбійників на нежить, запах жахливий."
SCENARIO_JOB_AnEyeForAnEye_Start_2,"Я знала, що культисти мерзенні, але від цього навіть у мене живіт вивертається. Пора їм здохнути!"
SCENARIO_JOB_AnEyeForAnEye_Success_1,"Коли помирає останній ворог, розбійниця в знемозі падає на коліна."
SCENARIO_JOB_AnEyeForAnEye_Success_2,"Дякую за вашу допомогу... принаймні, я помстилася. Ось твоя нагорода."
SCENARIO_JOB_CallOfTheWild_Start_1,"Увійшовши до печери, ви все ще можете вловити запах крові в повітрі, коли проходите коридором, підлога якого усіяна наполовину обгризеними кістками."
SCENARIO_JOB_CallOfTheWild_Start_2,"Прохід відкривається і ви бачите дивну групу істот, які живуть в одному і тому ж просторі. Можливо, всі вони навчилися жити ближче один до одного завдяки прогресу поселень у цьому районі?"
SCENARIO_JOB_CallOfTheWild_Success_1,"У печері зараз тихо, звірі мертві, незабаром тут знову запанує нормальне життя."
SCENARIO_JOB_DemonAltars_Room_2_1,"Ось вони - Вівтарі Демонів! Зосередься на їхньому знищенні - без них демони не зможуть залишитися в нашому світі."
SCENARIO_JOB_DemonAltars_Room_2_2,"Тут теж є набір натискних пластин. Я впевнений, що ви знайдете більше вівтарів демонів, щойно ви їх активуєте!"
SCENARIO_JOB_DemonAltars_Start_1,"Я ненавиджу демонів ... таких павукових ... на щастя, вони не існують у природному середовищі нашого світу, ну, принаймні не в такій кількості."
SCENARIO_JOB_DemonAltars_Start_2,"Є щось, що дозволяє їм увійти - вам потрібно буде знайти його і знищити, щоб приборкати це зараження."
SCENARIO_JOB_DemonAltars_Start_3,"Ці натискні пластини неприродні. Я готовий посперечатися, що б не було причиною цього, воно стоїть за тим, що вони відкривають!"
SCENARIO_JOB_DemonAltars_Success_1,"Коли останній вівтар зруйновано, демони розсіюються назад у свій світ. Ви залишаєтеся один у порожній кімнаті всередині безлюдної печери."
SCENARIO_JOB_DemonAltars_Success_2,"Ці вівтарі були встановлені тут і приховані навмисно. У мене таке відчуття, що це буде не єдиний раз, коли ти робитимеш таку роботу."
SCENARIO_JOB_DemonicDissent_SM1_DESC,"На початку кожного раунду Світлі й Темні елементи встановлюються на сильні"
SCENARIO_JOB_DemonicDissent_Start_1,"Як і очікувалося, ви знаходите демонів у першій кімнаті. Чого ви не очікуєте, так це того, що вони б'ються один з одним! Мабуть, це і є причина підземних поштовхів."
SCENARIO_JOB_DemonicDissent_Start_2,"Тут багато демонів, використовуйте їхні розбрати, щоб перемогти їх усіх."
SCENARIO_JOB_DemonicDissent_Success_1,"Тепер демонів переможено, поштовхи припинилися. Тепер ви можете піти і вимагати свою нагороду."
SCENARIO_JOB_DungeonOfMisfortune_Start_1,"Яке дивне місце з магічними ворогами. Вам доведеться рухатися швидко, щоб дістатися до скарбів, і, безсумнівно, вбити достатню кількість ворогів на своєму шляху."
SCENARIO_JOB_DungeonOfMisfortune_Success_1,"Новий предмет завжди вітається!"
SCENARIO_JOB_FellHounds_Room_2_1,"Проходячи на другу галявину, ви помічаєте культистів, які виконують ритуал, отже, це і є джерело спалаху!"
SCENARIO_JOB_FellHounds_SM1_DESC,"Усі гончаки мають отруйні атаки"
SCENARIO_JOB_FellHounds_Start_1,"Ліс відкривається в область із неприємним видовищем: Гончі, що бенкетують на роздутих трупах. Не дивно, що вони хворі."
SCENARIO_JOB_FellHounds_Start_2,"Коли ви просуваєтеся вперед, щоб убити собак, трупи піднімаються, некромантія!"
SCENARIO_JOB_FellHounds_Start_3,"Ці собаки не дуже здорові, найкраще постаратися уникнути укусів."
SCENARIO_JOB_FellHounds_Start_4,"Я думаю, що ви, можливо, констатуєте очевидне..."
SCENARIO_JOB_FellHounds_Success_1,"Схоже, що культисти використовували собак, щоб поширити хворобу, яка перетворює людей на нежить, імовірно, найкраще, якщо ви спалите все тут."
SCENARIO_JOB_FireCult_Start_1,"Вогняні демони, шиплячі дрейки, кістяні рейнджери... ці тварюки могли зрівняти з землею цілі села! Не дозволяйте нікому піти живим!"
SCENARIO_JOB_FireCult_Success_1,"Повітря остигає, коли вбивають останнього культиста. Єретичний тягар ніби знято з цього місця."
SCENARIO_JOB_FireCult_Success_2,"Культисти завжди, здається, роблять щось безрозсудно необачне. Я сумніваюся, що це буде єдина група, що закликає монстрів, з якою ви зіткнетеся."
SCENARIO_JOB_MindControl_Start_1,"Коли ви виходите, ви помічаєте, що ніхто з розбійників не рухається. Вони не реагують. Ви збираєтеся досліджувати далі, коли найближчий із них шепоче."
SCENARIO_JOB_MindControl_Start_2,"Біжи, біжи геть, біси керують нами, ми не можемо ..."
SCENARIO_JOB_MindControl_Start_3,"У цей момент звідти з реготом вилітає біс, розбійники раптово реагують і кидаються в бій."
SCENARIO_JOB_MindControl_Start_4,"Убийте бісів і розбійники напевно припинять битися."
SCENARIO_JOB_MindControl_Success_1,"Коли вмирає останній біс, розбійники раптово перестають нападати на вас."
SCENARIO_JOB_MindControl_Success_2,"Дякую, ми... ми не контролювали свої дії. Це розбійницьке життя більше не для мене, я повертаюся до роботи в пабі!"
SCENARIO_JOB_SNAKES_UNDEAD_MAP_INTRO,"Ви приймаєте завдання очистити склеп від гігантських змій, що звучить як рутинна робота. Коли ви зустрічаєтеся із землевласником, який запропонував цю роботу, він здається трохи ухильним щодо реальної проблеми: так, там є змії, але він ухиляється від усього іншого. Він наполягає, що його завдання - просто очистити старий склеп. Ви неохоче погоджуєтеся і прямуєте в цей район. Зовні склеп здається цілком нормальним і лише коли ви входите, ви бачите викинуту зміїну шкіру..."
SCENARIO_JOB_SNAKES_UNDEAD_SCENARIO_INTRO,"Однак перша кімната пояснює його брехню: склеп також кишить нежиттю."
SCENARIO_JOB_SNAKES_UNDEAD_SCENARIO_OUTRO,"Змії чи нежить, поки платять добре, ми вб'ємо кого завгодно."
SCENARIO_JOB_SavvasAid_Start_1,"Ми вже тут. Допоможи мені повернути це священне місце."
SCENARIO_JOB_SavvasAid_Start_2,"Ви чули Саввас: тримайте їх у безпеці та приберіть тварин!"
SCENARIO_JOB_SavvasAid_Success_1,"Коли тварини мертві або відігнані, Саввас урочисто вручають вам гаманець із монетами. Після короткої розмови вони входять до храму, залишаючи вас іти своєю дорогою."
SCENARIO_JOB_SavvasAid_Success_2,"Схоже, Саввас відкривають все більше і більше своєї історії навколо Похмурої Гавані. Ми повинні очікувати більше Саввас, які потребують наших послуг."
SCENARIO_JOB_SavvasInfighting_Start_1,"Схоже, ці Саввас борються за те, яке вчення є найсильнішим, а села просто потрапили під перехресний вогонь..."
SCENARIO_JOB_SavvasInfighting_Start_2,"На щастя для нас, вони, здається, прагнуть битися і один з одним, і з вами. Використовуйте це у своїх інтересах!"
SCENARIO_JOB_SavvasInfighting_Success_1,"Коли ще один Саввас падає, інші починають відступати в розгубленості. Місцеві поселення тепер у безпеці."
SCENARIO_JOB_SavvasInfighting_Success_2,"Прагнення цих Саввас до влади змушувало їх битися один з одним, не звертаючи уваги на тих, кого вони вважали нижчими за себе, і, схоже, багато хто з них почувається саме так. Я не думаю, що це буде остання група Саввас, що воюють, з якими ви зіткнетеся."
SCENARIO_JOB_THEDJINNPALACE_START_1,"Ця нежить плодитиметься всю ніч, тож ваша мета - залишитися в живих!"
SCENARIO_JOB_THEDJINNPALACE_SUCCESS,"Винахідник, здається, дуже задоволений зібраними даними, а місцеві жителі також винагородять вас золотом за добре проведену ніч!"
SCENARIO_JOB_TheHaunting_Start_1,"Ви прямуєте за духами вниз звивистим коридором, поки він не відкривається в кімнату, заповнену роєм демонів."
SCENARIO_JOB_TheHaunting_Start_2,"Здається, що духи допоможуть вам у цьому пошуку, але потрібно вижити, щоб вони змогли нарешті спочити."
SCENARIO_JOB_TheHaunting_Success_1,"Коли помирає останній демон, духи розсіюються, нарешті знаходячи спокій."
SCENARIO_JOB_TheStoneMan_Start_1,"Розбійники вискакують із лісу. Вони привели собак і змій!"
SCENARIO_JOB_TheStoneMan_Success_1,"Розбійники, що залишилися, вирішили, що їхній куш усе-таки недостатньо великий, і вважали за краще залишитися в живих, відступивши в ліс."
SCENARIO_JOB_TheVaultsOfPus_SM1_DESC,"Усі герої починають з ОТРУЄННЯ"
SCENARIO_JOB_TheVaultsOfPus_Start_1,"Ви входите до склепу і бачите, як культисти спішно намагаються зібрати армію нежиті... але, мабуть, сім'я, похована тут, мала сильніше переконання."
SCENARIO_JOB_TheVaultsOfPus_Success_1,"Склеп знову в безпеці. Можливо, у майбутньому господарі повісять на двері міцніший замок. Залишається тільки сподіватися."
SCENARIO_JOB_TwoTribes_Start_1,"Ви прибуваєте на звуки битви, що розгорнулася, протистояння вже почалося."
SCENARIO_JOB_TwoTribes_Start_2,"Там багато військ з обох боків - боротьба йде на кількох фронтах."
SCENARIO_JOB_TwoTribes_Start_3,"Вам потрібно буде триматися подалі від бою, продовжуючи йти через ліс!"
SCENARIO_JOB_TwoTribes_Success_1,"Лісовий ґрунт усіяний тілами, але ви виходите з тріумфом."
SCENARIO_JOB_VERMLING_CAVE_SM1_DESC,"Атаки ворогів мають ефекти ОТРУЄННЯ та РАНА"
SCENARIO_JOB_VERMLING_CAVE_SM2_DESC,"Усі вороги починають отруєними та пораненими"
SCENARIO_PUZZLE_2A_01,"Вітаємо на вашій першій тренувальній місії! Ви вивчили основи, але тепер мусите допомогти тяжко пораненому <color=#A06E4B><b>Дикуну</b></color> впоратися з <nobr><color=#C53F3F><b>Елітною розбійницею-лучницею <link=""Glossary_Elite"">Elite</link></b></color></nobr>, сильнішим ворогом із кращими показниками, ніж звичайний!"
SCENARIO_PUZZLE_2A_02,"Залишилася тільки одиниця ОЗ і будь-яка отримана шкода змусить Дикуна стати <b><color=#FADC99><link=""Glossary_Exhausted"">виснаженим</link></color></b></b>. Тому доведеться уникати шкоди <b><color=#FADC99><link=""Glossary_Lost"">спалюючи</link></color></b> карти.<br><br>(Для простоти всі модифікатори атаки будуть <b><color=#FFA414>+0</color></b> - не хвилюйтеся з цього приводу.)"
SCENARIO_PUZZLE_2A_03,"Ваші завдання:<br><line-height=20%><br></line-height>- Вбити <b><color=#C53F3F>Лучника</color></b> з однієї <nobr><link=""Glossary_Attack""><b><color=#FADC99>Атаки</color></b> <sprite name=Attack></link></nobr>.<br>- <nobr><link=""Glossary_Loot""><b><color=#FADC99>Зібрати</color></b> <sprite name=Loot></link></nobr> Золото, що впало з неї<br><line-height=20%><br></line-height>Напевно ви впораєтеся з цим!"
