Keys,"Солов'їна [ua-UA]"
Quest_JOTL_019_DenOfThieves_DESC,"Ви знайшли додатковий тунель до лігва Вермлінгів під містом, його слід зачистити"
Quest_JOTL_019_DenOfThieves_LIST,"Знищити лігво Вермлінгів"
Quest_JOTL_019_DenOfThieves_INTRO_GH_1,"Будь-яке гніздо Вермлінгів у межах міста може створити проблеми, але враховуючи можливість того, що ці Вермлінги можуть змовлятися з божевільними в червоних рясах або бути зараженими їхніми експериментами, мабуть, найкраще просто винищити їх усіх."
Quest_JOTL_019_DenOfThieves_INTRO,"Ви проходите повз старий іржавий важіль, крізь викопаний тунель в старішу мережу каналізаційних проходів. Вам не доводиться йти далеко, як ви натрапляєте на диких маленьких істот, чиє хутро злиплося від гнійних наростів. Вони верещать і розмахують своєю примітивною зброєю перед вами. Це місце потрібно знищити, але, можливо, тут також вдасться знайти більше інформації про культ."
Scenario_JOTL_019_DenOfThieves_Success_1,"Знищувати ці гнізда, коли на тебе нападають з усіх боків — важка праця. Зважаючи на присутність спотворених щурів, цілком зрозуміло, що між Вермлінгами та культом крові є певний зв'язок, але вам не вдається знайти додаткових доказів."
Scenario_JOTL_019_DenOfThieves_Success_2,"Усе, що ви отримуєте за свої зусилля — це цікаве кільце, яке може мати певну цінність. Очистивши все від інфекції, ви виходите звідти."
Quest_JOTL_020_MisplacedGoods_NAME,"Загублені товари"
Quest_JOTL_020_MisplacedGoods_DESC,"Морська капітанка-Інокс хоче, щоб ви повернули вкрадені у неї товари."
Quest_JOTL_020_MisplacedGoods_LIST,"Повернути вкрадені речі"
Quest_JOTL_020_MisplacedGoods_INTRO_TRAVEL_1,"Ви йдете за вказівками сивої капітанки-Інокс до складу в Старих Доках, де, як вона підозрює, заховані її товари."
Quest_JOTL_020_MisplacedGoods_INTRO_TRAVEL_2,"Ви не знаєте, чого очікувати, коли відчиняєте дубові двері й заходите в тьмяно освітлену комору."
Quest_JOTL_020_MisplacedGoods_INTRO,"Різні дрібниці розкидані всюди, ніби складені поспіхом. А ближче до центру кімнати ви бачите винуватців — групу демонів хаосу, які зовсім не раді вашому вторгненню. Боротьба з ними — це одне, але знайти потрібні товари в цьому безладі буде зовсім іншою справою. Хто знає, що на вас чекає?"
Scenario_JOTL_020_MisplacedGoods_Success_1,"Що ж, після цього яблука снитимуться вам у кошмарах цілий тиждень, але врешті-решт ви знаходите всі зниклі товари Інокс і повертаєтеся на її корабель у доках за нагородою."
Quest_JOTL_020_MisplacedGoods_OUTRO_GH_1,"«Чудово! — хвалить вона. — Завтра вранці ми маємо відпливати до гавані Велсілл, і ця поїздка була б набагато менш вигідною, якби ви не повернули ці речі. Вони добре продаватимуться в крамницях Орхідів»."
Quest_JOTL_020_MisplacedGoods_OUTRO_GH_2,"Вона вручає вам вашу «нагороду», і ви бажаєте їй щасливої дороги — от скнара."
Quest_JOTL_021_AgentsOfChaos_NAME,"Агенти Хаосу"
Quest_JOTL_021_AgentsOfChaos_DESC,"Валрат заплатив вам за розслідування дивних подій у Нових Доках"
Quest_JOTL_021_AgentsOfChaos_LIST,"Що відбувається в Нових Доках?"
Quest_JOTL_021_AgentsOfChaos_INTRO_GH_1,"«Демони», — кажуть вони. Судячи з того, що ви бачили останнім часом, ви б точно не стали цього заперечувати. З цим містом останнім часом стається одне лихо за іншим, то чому ж із Новими Доками має бути інакше?"
Quest_JOTL_021_AgentsOfChaos_INTRO,"Ви йдете за вказівками купця до кількох невеликих складів у глибині району. Коли ви наближаєтеся, вами оволодіває дивне відчуття. Щось тут точно негаразд, і це відчувається в повітрі. Відчутна злість пронизує все навколо й шкребеться десь на задвірках вашої свідомості. Потрібні неабиякі зусилля, щоб просто не втекти звідси й ніколи не повертатися. Натомість ви оголюєте зброю і беретеся до роботи."
Scenario_JOTL_021_AgentsOfChaos_Room_2_1,"У цій коморі панує мертва тиша, але жахливе передчуття лише посилюється. Тут щось ховається, і ви з'ясуєте, що саме, навіть якщо вам доведеться все тут рознести."
Scenario_JOTL_021_AgentsOfChaos_Room_3_1,"Біль у потилиці пульсує сильніше, коли ви заходите до кімнати. Ви відчуваєте, як ваша психіка розривається на шматки, але ви повинні йти вперед і покласти край цій підступності."
Scenario_JOTL_021_AgentsOfChaos_Room_5_1,"Ви заходите до комори й бачите підозрілий рух за полицями зі зброєю. Після цього лунає шипіння, і з темряви до вас виповзає кілька змій."
Scenario_JOTL_021_AgentsOfChaos_Room_5_2,"Дивно, але ви відчуваєте, що їх захищає якась зловісна сила в глибині кімнати."
Scenario_JOTL_021_AgentsOfChaos_Success_1,"Коли вмирає останній демон, аура злості над цією місцевістю зникає. Ви з полегшенням відчуваєте, як до вас повертається здоровий глузд."
Quest_JOTL_021_AgentsOfChaos_OUTRO_GH_1,"Ви повертаєтеся до купця-валрата, щоб повідомити йому хороші новини та отримати плату за свої зусилля."
Quest_JOTL_022_UnfriendlyMessage_NAME,"Недружнє послання"
Quest_JOTL_022_UnfriendlyMessage_DESC,"Багряний Страж має з'явитися на цю зустріч, інакше ризикує тим, що на нього почнуть полювати"
Quest_JOTL_022_UnfriendlyMessage_LIST,"Зустріч для Багряного Стража"
Quest_JOTL_022_UnfriendlyMessage_INTRO,"Ви прибуваєте у призначений час у темний провулок біля західного муру міста. Ви цілком очікували на засідку і не помилилися. Однак розчаровує те, що мисливці на Багряного Стража не прийшли самі... Натомість вони підіслали посередників... кількох нікчемних вермлінгів та зачарованого голема."
Scenario_JOTL_022_UnfriendlyMessage_Start_1,"Багряний Страж сподівався почути бодай щось іще, але ваші вороги без слова нападають, щойно ви з'являєтеся. Проте, коли голем починає рухатися, ви помічаєте, що це не звичайне творіння."
Scenario_JOTL_022_UnfriendlyMessage_Start_2,"Він викуваний за допомогою потужної магії та містить у собі купу рідкісних отруйних змій із Червоної Пустелі. Послання цілком зрозуміле, і воно є глибоко особистим."
Scenario_JOTL_022_UnfriendlyMessage_Success_1,"Ваша перемога дала Багряному Стражу більше часу. Але немає сумнівів, що попереду буде щось значно жахливіше."
Scenario_JOTL_022_UnfriendlyMessage_Success_2,"Валрати не прощають так легко, але на сьогодні Багряний Страж вільний, і, ба більше, ви знаходите кільце в самому серці механізмів голема."
Scenario_JOTL_022_UnfriendlyMessage_Success_3,"Здається, це звичайне сталеве кільце, але ви відчуваєте, що воно досі зберігає частку енергії кузні Джинди."
Scenario_JOTL_022_UnfriendlyMessage_Success_4,"Минає чимало часу, перш ніж Багряний Страж знову заговорює."
Quest_JOTL_023_BestOfTheBest_NAME,"Найкращі з найкращих"
Quest_JOTL_023_BestOfTheBest_DESC,"Рубака прагне довести, що він найкращий боєць у Похмурій Гавані"
Quest_JOTL_023_BestOfTheBest_LIST,"Чи дійсно Рубака «найкращий з-поміж усіх»?"
Quest_JOTL_023_BestOfTheBest_INTRO_TRAVEL_1,"Ви прибуваєте на площу Похмурої Гавані на змагання і бачите, що вся територія перетворена на величезну арену з трибунами по периметру."
Quest_JOTL_023_BestOfTheBest_INTRO,"Рубака прямує до зони учасників, тоді як решта з вас займає свої місця, щоб поспостерігати за видовищем.<br><br>Саме змагання виявляється жорстоким. Один непідготовлений бідолаха за іншим стикається з натовпом монстрів, і нікому з них не ведеться добре. Щасливцями можна назвати хіба тих, хто покидає арену живим.<br><br>І ось на арену виходить Рубака. Настав час показати цим людям справжнє шоу."
Scenario_JOTL_023_BestOfTheBest_Success_1,"Останній із нападників падає, і Рубака лишається єдиним переможцем. Натовп шаленіє, несамовито вигукуючи та ревучи."
Scenario_JOTL_023_BestOfTheBest_Success_2,"Ви бачите, як Рубака посміхається під тінню свого капелюха — це справді рідкісне явище."
Scenario_JOTL_023_BestOfTheBest_Success_3,"Організатори вручають Рубаці майстерно виготовлену зброю як приз, а ви не затримуєтеся, щоб дізнатися, чи виживе ще хтось у цій бійні. У них точно немає жодних шансів показати краще шоу."
Quest_JOTL_024_WardingTheVoid_NAME,"Захист від Пустки"
Quest_JOTL_024_WardingTheVoid_DESC,"Щось ворушиться в Пустці, і Пустковартова має утримувати бар'єри"
Quest_JOTL_024_WardingTheVoid_LIST,"Необхідно захистити обереги Пустки"
Quest_JOTL_024_WardingTheVoid_INTRO_TRAVEL_1,"Ви прибуваєте на південно-східний край Пустки й бачите, що всередині лютує потужна буря. Сильні пориви вітру здіймають чорний пісок, перетворюючи його на потоки, що боляче шмагають шкіру."
Quest_JOTL_024_WardingTheVoid_INTRO,"Пустковартова виступає вперед і встановлює на бруківці три обереги. Вітер трохи вщухає, але ця місцевість усе одно здається неймовірно небезпечною.<br><br>Пустковартова повертається та пояснює, що ці обереги мають стримувати те, що там ворушиться, але Пустка надішле всі свої сили, щоб їх зруйнувати. Ви повинні стати між ворогом та оберегами, щоб гарантувати безпеку міста."
Scenario_JOTL_024_WardingTheVoid_Misc_1,"Ви трохи розслабляєтеся, знищивши хвилю жахливих істот, але Пустковартова не втрачає пильності. Наближаються нові вороги. Цей бій ще не закінчено."
Scenario_JOTL_024_WardingTheVoid_Misc_2,"І справді, щойно ви знищуєте демона, який мчав на вас, позаду нього починають матеріалізуватися нові. Ваші сили вже вичерпуються, і ви відчайдушно сподіваєтеся, що це останні з них."
Scenario_JOTL_024_WardingTheVoid_Success_1,"Ви відступаєте за обереги, молячись, щоб це була остання з істот, але готові битися до останнього подиху, якщо доведеться. На щастя, це не знадобиться. Вітер вщухає. Кризу відвернуто."
Quest_JOTL_024_WardingTheVoid_OUTRO_TRAVEL_1,"Пустковартова твердо вирішила залишитися тут до кінця ночі, щоб переконатися, що загроза справді минула. Решта ж із вас повертається до «Сплячого Лева»."
Quest_JOTL_024_WardingTheVoid_OUTRO_GH_1,"Коли ви збираєтеся вранці, у Пустковартової з'являється нове вбрання. Ви не ставите зайвих запитань."
Quest_JOTL_025_TheGreatestJobInTheWorld_NAME,"Найкраща робота у світі"
Quest_JOTL_025_TheGreatestJobInTheWorld_DESC,"Підривник має завдання знищити проклятий склад"
Quest_JOTL_025_TheGreatestJobInTheWorld_LIST,"Робота з підриву для Підривника"
Quest_JOTL_025_TheGreatestJobInTheWorld_INTRO_GH_1,"Підривник просто не може сказати «ні» хорошому замовленню на знесення. Немає кращого відчуття, ніж те, що виникає, коли трощиш усе на своєму шляху"
Quest_JOTL_025_TheGreatestJobInTheWorld_INTRO_GH_2,"Ви збираєте спорядження і вирушаєте до занедбаної будівлі, призначеної на знесення."
Quest_JOTL_025_TheGreatestJobInTheWorld_INTRO,"Будівля вже давно закинута, та ще й ця історія з «прокляттям», тож ви не знаєте, чого очікувати всередині. Ви відчуваєте присутність духів, які тут затрималися, але вони не завадять вам узятися до справи."
Scenario_JOTL_025_TheGreatestJobInTheWorld_Success_1,"Лунає протяжний стогін, а за ним — різкий тріск. Дах прогинається, і вся будівля вмить обвалюється, здіймаючи величезну хмару пилу серед какофонії звуків."
Scenario_JOTL_025_TheGreatestJobInTheWorld_Success_2,"На мить ви втрачаєте зір і слух, але коли пил розсіюється, перед вами постає чудово виконана робота. Будівля зруйнована, а будь-яка примарна присутність розвіялася."
Quest_JOTL_025_TheGreatestJobInTheWorld_OUTRO_GH_1,"Підривник звітує перед виконробом, а потім зароблені гроші використовує, щоб змайструвати собі новенькі круті черевики."
GUI_ViciousBallet_Tooltip,"Виберіть суміжного союзника для виконання дії Атака 3"
GUI_WitheringConviction_TOP_TOOLTIP,"Виберіть {CURRENT_TARGETS}/{TOTAL_TARGETS} союзників для виконання дії"
GUI_CONFIRMATION_CANCEL_ABILITY_CARD_LullIntoOblivion_DESCR,"Якщо карту скинути, будь-який ворог, обраний ціллю для «Колискової Забуття», втратить ефект ОГЛУШЕННЯ."
Voidwarden,"Пустковартова"
Voidwarden_ROLE,"Контроль натовпу"
Voidwarden_DIFFICULTY,"Висока"
Voidwarden_ADVENTURE_DESCRIPTION,"Пустка — небезпечне та жахливе місце. Усе, що потрапляє туди, без жодних пояснень чи жалю розсипається на крупний чорний пісок. Переживши в дитинстві смертельне зіткнення з Пусткою, яке понівечило ліву частину її тіла, Пустковартова вважає своїм обов'язком захищати інших від подібної долі. Проте дотик Пустки залишив не лише фізичні шрами. Вона може спрямовувати приховану в ній силу, щоб маніпулювати думками та вчинками як союзників, так і ворогів. Пустковартова також може дарувати потужне лікування та відновлення сил, але за ці дари доводиться платити жахливу ціну."
Voidwarden_STRENGTHS,"- <indent=%15>Великий розмір стартової руки</indent><br><br>- <indent=%15>Ефективніша у великих загонах</indent><br><br>- <indent=%15>Широкий спектр здібностей у нижній половині карт</indent>"
Voidwarden_WEAKNESSES,"- <indent=%15>Загалом повільний персонаж</indent><br><br>- <indent=%15>Досить вразлива</indent><br><br>- <indent=%15>Складний режим догляду за шкірою</indent>"
Hatchet,"Рубака"
Hatchet_ROLE,"Дистанційна шкода"
Hatchet_DIFFICULTY,"Низька"
Hatchet_ADVENTURE_DESCRIPTION,"Хоча звичайні інокси в Похмурій Гавані цінуються за грубу силу та витривалість у важкій праці, успішному найманцеві в місті іноді потрібна витонченість. Рубаки повністю перейняли міський спосіб життя та одягаються за останньою модою. Однак усе це лише ширма, адже їхня справжня пристрасть — власний арсенал. Ніхто не володіє метальною сокирою краще за них, і якщо хтось наважиться кинути їм виклик, йому краще приготуватися до дуелі насмерть!"
Hatchet_STRENGTHS,"- <indent=%15>Чудова дистанційна шкода</indent><br><br>- <indent=%15>Непоганий вибір різноманітних додаткових здібностей</indent><br><br>- <indent=%15>Має пару сокир-фаворитів</indent>"
Hatchet_WEAKNESSES,"- <indent=%15>Має намагатися триматися подалі від передової</indent><br><br>- <indent=%15>Мусить підбирати свои сокири після використання</indent><br><br>- <indent=%15>Не може зняти капелюх із самого дитинства</indent>"
Red Guard,"Багряний Страж"
Redguard_ROLE,"Танк"
Redguard_DIFFICULTY,"Низька"
Redguard_ADVENTURE_DESCRIPTION,"У столиці валратів, Джинді, існує особлива каста, обов'язком якої є захист міста. Це престижна служба, якій нелегко відповідати. Вигнаний із Джинди за невідомі злочини, Багряний Страж не зміг відмовитися від своєї ролі захисника, зберігши впізнавані багряні обладунки, а також щит і серп на ланцюгу. Єдиним місцем, де можна було знайти роботу, стало найманство в Похмурій Гавані. І можливо, саме стоячи на передовій та захищаючи своїх союзників від небезпек, Багряний Страж зможе знайти спосіб спокутувати провину. Не в очах народу Джинди, який назавжди відвернувся від нього, але принаймні у власних очах."
Redguard_STRENGTHS,"- <indent=%15>Поєднання ближніх і деяких дистанційних атак</indent><br><br>- <indent=%15>Комбінація Щита та завдання прямої шкоди впритул</indent><br><br>- <indent=%15>Широкий діапазон ініціативи дозволяє робити «подвійні ходи»</indent>"
Redguard_WEAKNESSES,"- <indent=%15>Окрім завдання шкоди, має небагато інших варіантів дій</indent><br><br>- <indent=%15>Може зазнавати труднощів проти поодиноких великих ворогів</indent><br><br>- <indent=%15>Дуже, і я маю на увазі ДУЖЕ, любить червоний колір</indent>"
Demolitionist,"Підривник"
Demolitionist_ROLE,"Ближня шкода"
Demolitionist_DIFFICULTY,"Середня"
Demolitionist_ADVENTURE_DESCRIPTION,"Навіть підсилюючи себе машинами власного винайдення, щоб знищувати все на своєму шляху, куатрили роблять це із притаманним їм шармом та невимушеністю. Попри свій малий зріст, Підривники зовсім не дозволяють цьому стримувати себе. Реактивні черевики, безліч бомб та велетенські поршневі кулаки роблять їх силою, на яку не можна не зважати. Часом єдиний шлях уперед — це той, який вони пробивають самі. У таких випадках найкраще просто зійти з їхнього шляху."
Demolitionist_STRENGTHS,"- <indent=%15>Багато здібностей із прямою шкодою, що дозволяють пробивати Щити</indent><br><br>- <indent=%15>Доступ до здібностей з ОГЛУШЕННЯМ</indent><br><br>- <indent=%15>Чудово впливає на поле бою</indent>"
Demolitionist_WEAKNESSES,"- <indent=%15>Маленький розмір колоди</indent><br><br>- <indent=%15>Обмежені можливості лікування</indent><br><br>- <indent=%15>Їхні рукавиці — не найпрактичніше повсякденне вбрання</indent>"
Scenario_JOTL_KillAll,"Убити всіх ворогів"
Scenario_JOTL_004_ARitualInStone_Objective_1,"Знищити всі камені прикликання"
Scenario_JOTL_004_ARitualInStone_Summoning_Stone,"Камінь прикликання"
Scenario_JOTL_004_ARitualInStone_Modifier_1,"Камені прикликання можуть бути обрані ціллю лише для ближніх атак."
Scenario_JOTL_005_ADeeperUnderstanding_Modifier_1,"Щоразу, коли будь-хто, окрім Кривавої Пухлини, зазнає шкоди, Кривава Пухлина відновлює стільки ж здоров'я."
Scenario_JOTL_005_ADeeperUnderstanding_Objective_2,"Поразка, якщо здоров'я Кривавої Пухлини досягне максимального значення"
Scenario_JOTL_005_ADeeperUnderstanding_Objective_1,"Убити Криваву Пухлину"
Scenario_JOTL_006_CorruptedResearch_Objective_1,"Знищити всі нарости"
Scenario_JOTL_006_CorruptedResearch_Growth,"Наріст"
Scenario_JOTL_008_HiddenTumor_Modifier_1,"Щоразу, коли будь-хто, окрім Кривавої Пухлини, зазнає шкоди, Кривава Пухлина відновлює стільки ж здоров'я."
Scenario_JOTL_009_ExplosiveEvolution_Objective_1,"Убити Кривавого Жаха"
Scenario_JOTL_009_ExplosiveEvolution_Modifier_1,"Кривавий Жах не може зазнати жодної шкоди, доки не будуть убиті всі Фанатики в цьому сценарії."
Scenario_JOTL_010_TheGauntlet_Modifier_1,"Пастки, початково встановлені в першій кімнаті, діють на кожного на своєму гексі та на всіх суміжних гексах."
Scenario_JOTL_010_TheGauntlet_Modifier_2,"Наприкінці кожного раунду всі газові пастки в другій кімнаті переміщуються на один гекс у напрямку стрілок на підлозі та повертаються на перший гекс, якщо якась із них має переміститися в стіну."
Scenario_JOTL_010_TheGauntlet_Modifier_3,"Пастки, початково встановлені в третій кімнаті, наприкінці кожного раунду рухаються до найманців."
Scenario_JOTL_011_DefiledSewers_Modifier_1,"Наприкінці кожного раунду течія змушує всіх у центральній кімнаті переміститися на один гекс далі від виходу."
Scenario_JOTL_011_DefiledSewers_Objective_1,"Активувати натискну плиту"
Scenario_JOTL_012_BeguilingSewers_Objective_1,"Знищити всі колони"
Scenario_JOTL_012_BeguilingSewers_Pillar,"Колона"
Scenario_JOTL_012_BeguilingSewers_Modifier_1,"Колони використовують Відплату, коли їх атакують."
Scenario_JOTL_013_VileHarvest_Modifier_1,"На початку кожного другого раунду один Кривавий Біс з'являється поруч із Брудним Слизом, якщо він живий."
Scenario_JOTL_013_VileHarvest_Modifier_2,"На початку кожного другого раунду Кривавий Біс з'являється поруч із цим Брудним Слизом."
Scenario_JOTL_014_ToxicHarvest_Modifier_1,"На початку кожного раунду Гігантські гадюки поруч із Фанатиком помирають, і замість них з'являється один елітний Кривавий Біс, або два елітні Криваві Біси, якщо Гігантська гадюка була елітною."
Scenario_JOTL_015_TaintedBlood_Objective_1,"Знищити всі алхімічні столи"
Scenario_JOTL_015_TaintedBlood_Table,"Алхімічний стіл"
Scenario_JOTL_015_TaintedBlood_Modifier_1,"Наприкінці кожного раунду Фанатики вбивають одного Чорного біса в межах дальності 3, щоб прикликати Кривавого Біса, після чого оглушують себе."
Scenario_JOTL_015_TaintedBlood_Modifier_2,"Зруйновані алхімічні столи припиняють створювати Чорних бісів."
Scenario_JOTL_015_TaintedBlood_Modifier_3,"Знищте всі алхімічні столи в центральній кімнаті, щоб відчинити зачинені двері."
Scenario_JOTL_016_MixedResults_Modifier_1,"Щурочудовиська після смерті створюють Кривавого Біса замість того, щоб завдавати шкоди."
Scenario_JOTL_016_MixedResults_Modifier_2,"Якщо посмертна шкода Щурочудовиська вбиває когось, з'являється елітний Чорний біс."
Scenario_JOTL_017_RedTwilight_Objective_1,"Убити Главу Ордену"
Scenario_JOTL_017_RedTwilight_Modifier_1,"Завершення руху на драбині перемістить вас до наступної кімнати."
Scenario_JOTL_018_TheHeist_Objective_1,"Здобути таку кількість оздоблених скринь, яка дорівнює кількості найманців у загоні"
Scenario_JOTL_018_TheHeist_Objective_2,"Усі найманці повинні втекти через вихід."
Scenario_JOTL_019_DenOfThieves_Objective_1,"Знищити всі гнізда"
Scenario_JOTL_019_DenOfThieves_Objective_2,"Здобути всі скрині"
Scenario_JOTL_019_DenOfThieves_Nest,"Гніздо"
Scenario_JOTL_020_MisplacedGoods_Objective_1,"Знайти всі товари"
Scenario_JOTL_020_MisplacedGoods_Objective_2,"Убити всіх виявлених ворогів"
Scenario_JOTL_020_MisplacedGoods_Goods,"Товари"
Scenario_JOTL_021_AgentsOfChaos_Objective_1,"Убити всіх демонів"
Scenario_JOTL_021_AgentsOfChaos_Table,"Урна"
Scenario_JOTL_021_AgentsOfChaos_Modifier_1,"Щоразу, коли урна знищується, будь-хто поруч із нею зазнає 1 шкоди."
Scenario_JOTL_021_AgentsOfChaos_Modifier_2,"Доки Демон Ентропії живий, наприкінці кожного ходу найманці зазнають шкоди, що дорівнює рівню сценарію, поділеному на 2 (з округленням у меншу сторону), за кожен гекс, який вони подолали в кімнатах, що ведуть до Демона Ентропії."
Scenario_JOTL_021_AgentsOfChaos_Modifier_3,"Демон Хаосу зменшує HP Гігантських гадюк до 1 та надає їм Щит і Відплату."
Scenario_JOTL_021_AgentsOfChaos_Modifier_4,"Доки Демон Хаосу в цій кімнаті не помре, очки здоров'я Гігантських гадюк знижені до 1, і вони мають Щит та Відплату."
Scenario_JOTL_022_UnfriendlyMessage_Objective_1,"Убити Кам'яного Голема"
Scenario_JOTL_022_UnfriendlyMessage_Modifier_2,"Вермлінги-нападники не рухатимуться, а всі їхні ближні атаки матимуть Дальність 3"
Scenario_JOTL_022_UnfriendlyMessage_Modifier_1,"На початку кожного раунду після першого Голем зазнає шкоди, що дорівнює кількості персонажів / 2 (з округленням у меншу сторону), після чого прикликає поруч із собою двох Гігантських гадюк."
Scenario_JOTL_022_UnfriendlyMessage_Objective_2,"Поразка, якщо Багряний Страж виснажений"
Scenario_JOTL_023_BestOfTheBest_Objective_1,"Поразка, якщо Рубака залишить арену"
Scenario_JOTL_023_BestOfTheBest_Objective_3,"Поразка, якщо інший найманець вийде на арену"
Scenario_JOTL_023_BestOfTheBest_Objective_2,"Поразка, якщо Рубака виснажений"
Scenario_JOTL_023_BestOfTheBest_Objective_4,"Убити всіх ворогів на арені"
Scenario_JOTL_023_BestOfTheBest_Modifier_1,"Уболівальники вболівають за Рубаку або ворогів."
Scenario_JOTL_023_BestOfTheBest_Modifier_2,"Рубака та вороги отримують бонус до своїх атак, якщо мають більше вболівальників."
Scenario_JOTL_023_BestOfTheBest_Modifier_3,"Завдайте смертельної шкоди уболівальникам, які вболівають за ворогів, щоб змусити їх підтримувати Рубаку. Здібності Лікування також завдають шкоди ворожим уболівальникам."
Scenario_JOTL_023_BestOfTheBest_Modifier_4,"Якщо будь-який інший найманець, окрім Рубаки, завдасть шкоди ворогу, або якщо ворог завдасть шкоди Рубаці, один з уболівальників почне вболівати за ворогів."
Scenario_JOTL_023_BestOfTheBest_Modifier_5,"Рубака є фокусом для всіх ворогів.<br><br>Коли з'являються нові вороги, більше вболівальників починають підтримувати їх."
Scenario_JOTL_023_BestOfTheBest_Modifier_6,"Перетворення Лікування на шкоду, якщо ціллю є Уболівальник"
Scenario_JOTL_023_BestOfTheBest_Modifier_7,"<nobr>+{0} Атака <sprite name=Attack> від уболівальників"
Scenario_JOTL_024_WardingTheVoid_Objective_1,"Поразка, якщо будь-який оберіг буде зруйновано"
Scenario_JOTL_024_WardingTheVoid_Objective_2,"Поразка, якщо Пустковартова виснажена"
Scenario_JOTL_024_WardingTheVoid_Ward,"Оберіг"
Scenario_JOTL_024_WardingTheVoid_Modifier_1,"Щоразу, коли оберіг має зазнати шкоди, будь-який найманець може вилучити з гри одну карту з руки або дві карти зі скиду, щоб запобігти цій шкоді."
Scenario_JOTL_024_WardingTheVoid_Modifier_2,"Наприкінці кожного раунду всі найманці на гексах із чорним піском зазнають шкоди, що дорівнює: Рівень сценарію / 2 + 1 (з округленням у більшу сторону)."
Scenario_JOTL_025_TheGreatestJobInTheWorld_Objective_1,"Знищити всі колони"
Scenario_JOTL_025_TheGreatestJobInTheWorld_Objective_2,"Поразка, якщо будь-який найманець виснажений"
Scenario_JOTL_025_TheGreatestJobInTheWorld_Modifier_1,"Наприкінці раунду, коли всі колони в кімнаті знищено, ця кімната та її двері руйнуються, а всі, хто в ній перебуває, зазнають 10 шкоди та переміщуються до наступної кімнати. Живі Духи не можуть отримати шкоду жодним іншим чином, окрім як від руйнування кімнати."
Scenario_JOTL_025_TheGreatestJobInTheWorld_Pillar,"Колона"
THE_FAVORITE_EFFECT_TOOLTIP,"<color=#F3DDAB>Фаворит</color>: ви можете додати +3 до Атаки до будь-якої своєї дистанційної атаки. Коли ворог, обраний ціллю «Фаворита», помирає, ви можете підібрати сокиру на гексі, де він помер, щоб відновити цю здібність."
THE_NEW_FAVORITE_EFFECT_TOOLTIP,"<color=#F3DDAB>Новий Фаворит</color>: ви можете додати +3 до Атаки, <nobr>РАНУ <sprite name=Wound></nobr> та <nobr>ПОШТОВХ <sprite name=Push> 1</nobr> до будь-якої своєї дистанційної атаки. Коли ворог, обраний ціллю «Фаворита», помирає, ви можете підібрати сокиру на гексі, де він помер, щоб відновити цю здібність."
Glossary_BlockHealing,"Усі лікування, спрямовані на атаковану ціль, не мають ефекту в цьому раунді."
BlockHealing,"Не можна лікувати протягом 1 раунду"
Glossary_NeutralizeShield,"Ігнорувати значення Щита одного суміжного звичайного або елітного ворога в цьому раунді"
NeutralizeShield,"Ігнорування значення Щита"
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_1,"Понівечена"
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_1_Desc,"Пустковартова досягає 2-го рівня"
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_2,"Блідіший відтінок білого"
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_2_Desc,"Пустковартова досягає 5-го рівня"
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_3,"У пустку"
ADVENTURE_ACHIEVEMENT_Voidwarden_Levelling_3_Desc,"Пустковартова досягає 7-го рівня"
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_1,"Жнець"
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_1_Desc,"Багряний Страж досягає 2-го рівня"
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_2,"Поява Піщаної людини"
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_2_Desc,"Багряний Страж досягає 5-го рівня"
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_3,"Кам'яний лобстер"
ADVENTURE_ACHIEVEMENT_Redguard_Levelling_3_Desc,"Багряний Страж досягає 7-го рівня"
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_1,"Бульдозер"
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_1_Desc,"Підривник досягає 2-го рівня"
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_2,"Додайте шуму"
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_2_Desc,"Підривник досягає 5-го рівня"
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_3,"Як руйнівна куля"
ADVENTURE_ACHIEVEMENT_Demolitionist_Levelling_3_Desc,"Підривник досягає 7-го рівня"
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_1,"Сікач"
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_1_Desc,"Рубака досягає 2-го рівня"
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_2,"Дика штучка"
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_2_Desc,"Рубака досягає 5-го рівня"
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_3,"Хай тіла падають додолу"
ADVENTURE_ACHIEVEMENT_Hatchet_Levelling_3_Desc,"Рубака досягає 7-го рівня"
THEFAVORITE,"Фаворит"
TheNewFavorite,"Новий Фаворит"
