Keys,"Українська [ua-UA]"
PERK_Scoundrel_04,"Фокус"
PERK_Scoundrel_04_Desc,"Замінити одну карту <color=""purple"">-1</color> на <color=""orange"">+1</color>"
PERK_Scoundrel_05,"Збільшення"
PERK_Scoundrel_05_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+2</color>"
PERK_Scoundrel_06,"Технічність"
PERK_Scoundrel_06_Desc,"Додати дві карти <sprite name=Rolling> <color=""orange"">+1</color>"
PERK_Scoundrel_07,"Укол"
PERK_Scoundrel_07_Desc,"Додати дві карти <sprite name=Rolling> ПРОБИТТЯ <sprite name=Pierce> 3"
PERK_Scoundrel_08,"Отруєння"
PERK_Scoundrel_08_Desc,"Додати дві карти <sprite name=Rolling><nobr> ОТРУЄННЯ <sprite name=Poison></nobr>"
PERK_Scoundrel_09,"Заплутування"
PERK_Scoundrel_09_Desc,"Додати дві карти <sprite name=Rolling> СМ'ЯТІННЯ <sprite name=Muddle>"
PERK_Scoundrel_10,"Туман"
PERK_Scoundrel_10_Desc,"Додати одну карту <sprite name=Rolling><nobr> НЕВИДИМІСТЬ <sprite name=Invisible></nobr>"
PERK_Scoundrel_11,"Гнучкість"
PERK_Scoundrel_11_Desc,"Ігнорування негативних ефектів сценарію"
PERK_Soothsinger_01,"Сталість"
PERK_Soothsinger_01_Desc,"Прибрати дві карти <color=""purple"">-1</color>"
PERK_Soothsinger_02,"Гармонія"
PERK_Soothsinger_02_Desc,"Прибрати одну карту <color=""purple"">-2</color>"
PERK_Soothsinger_03,"(Елітний) акорд"
PERK_Soothsinger_03_Desc,"Замінити дві карти <color=""orange"">+1</color> на <color=""orange"">+4</color>"
PERK_Soothsinger_04,"Утримання"
PERK_Soothsinger_04_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+1</color><nobr> ПАРАЛІЧ <sprite name=Immobilize></nobr>"
PERK_Soothsinger_05,"Летаргія"
PERK_Soothsinger_05_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+1</color> РОЗПОВЕРШЕННЯ <sprite name=Disarm>"
PERK_Soothsinger_06,"Какофонія"
PERK_Soothsinger_06_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+2</color><nobr> РАНА <sprite name=Wound></nobr>"
PERK_Soothsinger_07,"Розбрат"
PERK_Soothsinger_07_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+2</color><nobr> ОТРУЄННЯ <sprite name=Poison></nobr>"
PERK_Soothsinger_08,"Дисонанс"
PERK_Soothsinger_08_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+2</color><nobr> ПРОКЛЯТТЯ <sprite name=Curse></nobr>"
PERK_Soothsinger_09,"Шум"
PERK_Soothsinger_09_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+3</color> СМ'ЯТІННЯ <sprite name=Muddle>"
PERK_Soothsinger_10,"Буйство"
PERK_Soothsinger_10_Desc,"Замінити одну карту <color=""purple"">-1</color> на <color=""orange"">+0</color><nobr> ОГЛУШЕННЯ <sprite name=Stun></nobr>"
PERK_Soothsinger_11,"Налаштування"
PERK_Soothsinger_11_Desc,"Додати три карти <sprite name=Rolling> <color=""orange"">+1</color>"
PERK_Soothsinger_12,"Закляття"
PERK_Soothsinger_12_Desc,"Додати дві карти <sprite name=Rolling><nobr> ПРОКЛЯТТЯ <sprite name=Curse></nobr>"
PERK_Spellweaver_01,"Пил"
PERK_Spellweaver_01_Desc,"Видалити чотири карти <color=""orange"">+0</color>"
PERK_Spellweaver_02,"Фокус"
PERK_Spellweaver_02_Desc,"Замінити одну карту <color=""purple"">-1</color> на <color=""orange"">+1</color>"
PERK_Spellweaver_03,"Сила"
PERK_Spellweaver_03_Desc,"Додати дві карти <color=""orange"">+1</color>"
PERK_Spellweaver_04,"Засліплення"
PERK_Spellweaver_04_Desc,"Додати одну карту <color=""orange"">+0</color><nobr> ОГЛУШЕННЯ <sprite name=Stun></nobr>"
PERK_Spellweaver_05,"Роздирання"
PERK_Spellweaver_05_Desc,"Додати одну <color=""orange"">+1</color><nobr> РАНА <sprite name=Wound></nobr> карту"
PERK_Spellweaver_06,"Стреножити"
PERK_Spellweaver_06_Desc,"Додати одну карту <color=""orange"">+1</color><nobr> ПАРАЛІЧ <sprite name=Immobilize></nobr>"
PERK_Spellweaver_07,"Презирство"
PERK_Spellweaver_07_Desc,"Додати одну карту <color=""orange"">+1</color><nobr> ПРОКЛЯТТЯ <sprite name=Curse></nobr>"
PERK_Spellweaver_08,"Зола"
PERK_Spellweaver_08_Desc,"Додати одну карту <color=""orange"">+2</color> <sprite name=Fire>"
PERK_Spellweaver_09,"Бурулька"
PERK_Spellweaver_09_Desc,"Додати одну карту <color=""orange"">+2</color> <sprite name=Ice>"
PERK_Spellweaver_10,"Шторм"
PERK_Spellweaver_10_Desc,"Додати одну карту <sprite name=Rolling> <sprite name=Earth> і одну карту <sprite name=Rolling> <sprite name=Air>"
PERK_Spellweaver_11,"Зеніт"
PERK_Spellweaver_11_Desc,"Додати одну карту<sprite name=Rolling> <sprite name=Light> і одну карту <sprite name=Rolling> <sprite name=Dark>"
PERK_Summoner_01,"Сталість"
PERK_Summoner_01_Desc,"Видалити дві карти <color=""purple"">-1</color>"
PERK_Summoner_02,"Інтенсивність"
PERK_Summoner_02_Desc,"Замінити одну карту <color=""purple"">-2</color> на <color=""orange"">+0</color>"
PERK_Summoner_03,"Фокус"
PERK_Summoner_03_Desc,"Замінити одну карту <color=""purple"">-1</color> на <color=""orange"">+1</color>"
PERK_Summoner_04,"Задум"
PERK_Summoner_04_Desc,"Додати одну карту <color=""orange"">+2</color>"
PERK_Summoner_05,"Кровопускання"
PERK_Summoner_05_Desc,"Додати дві карти <sprite name=Rolling><nobr> РАНА <sprite name=Wound></nobr>"
PERK_Summoner_06,"Отруєння"
PERK_Summoner_06_Desc,"Додати дві карти <sprite name=Rolling><nobr> ОТРУЄННЯ <sprite name=Poison></nobr>"
PERK_Summoner_07,"Відновлення"
PERK_Summoner_07_Desc,"Додати дві карти <sprite name=Rolling> Лікування <sprite name=Heal> 1"
PERK_Summoner_08,"Спалах"
PERK_Summoner_08_Desc,"Додати одну карту <sprite name=Rolling> <sprite name=Fire> і одну карту <sprite name=Rolling> <sprite name=Air>"
PERK_Summoner_09,"Могильник"
PERK_Summoner_09_Desc,"Додати одну карту <sprite name=Rolling> <sprite name=Dark> і одну карту <sprite name=Rolling> <sprite name=Earth>"
PERK_Summoner_10,"Підвищений імунітет"
PERK_Summoner_10_Desc,"Ігнорування негативних ефектів сценарію та Додати дві карти <color=""orange"">+1</color>"
PERK_Sunkeeper_01,"Сталість"
PERK_Sunkeeper_01_Desc,"Прибрати дві карти <color=""purple"">-1</color>"
PERK_Sunkeeper_02,"Пил"
PERK_Sunkeeper_02_Desc,"Прибрати чотири <color=""orange"">+0</color> карти"
PERK_Sunkeeper_03,"Інтенсивність"
PERK_Sunkeeper_03_Desc,"Замінити одну карту <color=""purple"">-2</color> на <color=""orange"">+0</color>"
PERK_Sunkeeper_04,"Посилення"
PERK_Sunkeeper_04_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+2</color>"
PERK_Sunkeeper_05,"Технічність"
PERK_Sunkeeper_05_Desc,"Додати дві карти <sprite name=Rolling> <color=""orange"">+1</color>"
PERK_Sunkeeper_06,"Відновлення"
PERK_Sunkeeper_06_Desc,"Додати дві карти <sprite name=Rolling> Лікування <sprite name=Heal> 1"
PERK_Sunkeeper_07,"Кістень"
PERK_Sunkeeper_07_Desc,"Додати одну карту <sprite name=Rolling><nobr> ОГЛУШЕННЯ <sprite name=Stun></nobr>"
PERK_Sunkeeper_08,"Блиск"
PERK_Sunkeeper_08_Desc,"Додати дві карти <sprite name=Rolling> <sprite name=Light>"
PERK_Sunkeeper_09,"Пригнутися"
PERK_Sunkeeper_09_Desc,"Додати дві карти <sprite name=Rolling><nobr> ЩИТ <sprite name=Shield></nobr> 1, на себе"
PERK_Sunkeeper_10,"Надзвичайна стійкість"
PERK_Sunkeeper_10_Desc,"Ігнорування негативних ефектів предметів і додати дві карти <color=""orange"">+1</color>"
PERK_Sunkeeper_11,"Гнучкість"
PERK_Sunkeeper_11_Desc,"Ігнорування негативних ефектів сценарію"
PERK_Tinkerer_01,"Сталість"
PERK_Tinkerer_01_Desc,"Видалити дві карти <color=""purple"">-1</color>"
PERK_Tinkerer_02,"Інтенсивність"
PERK_Tinkerer_02_Desc,"Замінити одну карту <color=""purple"">-2</color> на <color=""orange"">+0</color>"
PERK_Tinkerer_03,"Сила"
PERK_Tinkerer_03_Desc,"Додати дві карти <color=""orange"">+1</color>"
PERK_Tinkerer_04,"Викид"
PERK_Tinkerer_04_Desc,"Додати одну карту <color=""orange"">+3</color>"
PERK_Tinkerer_05,"Вугіллячко"
PERK_Tinkerer_05_Desc,"Додати дві карти <sprite name=Rolling> <sprite name=Fire>"
PERK_Tinkerer_06,"Конфуз"
PERK_Tinkerer_06_Desc,"Додати три карти <sprite name=Rolling> СМ'ЯТІННЯ <sprite name=Muddle>"
PERK_Tinkerer_07,"Роздирання"
PERK_Tinkerer_07_Desc,"Додати одну карту <color=""orange"">+1</color><nobr> РАНА <sprite name=Wound></nobr>"
PERK_Tinkerer_08,"Стреножити"
PERK_Tinkerer_08_Desc,"Додати одну карту <color=""orange"">+1</color><nobr> ПАРАЛІЧ <sprite name=Immobilize></nobr>"
PERK_Tinkerer_09,"Ремонт"
PERK_Tinkerer_09_Desc,"Додати одну карту <color=""orange"">+1</color><nobr> ЛІКУВАННЯ <sprite name=Heal></nobr> 2"
PERK_Tinkerer_10,"Розширення"
PERK_Tinkerer_10_Desc,"Додати одну карту <color=""orange"">+0</color> ДОДАТИ ЦІЛЬ <sprite name=Target>"
PERK_Tinkerer_11,"Гнучкість"
PERK_Tinkerer_11_Desc,"Ігнорування негативних ефектів сценарію"
PERSONALQUEST_A_Helping_Hand,"Помічник"
PERSONALQUEST_A_Helping_Hand_COMPLETED,"Жодне інше почуття не зрівняється з цим теплом, що поширюється по всьому вашому тілу, коли ви бачите, як хтось досягає мети, до якої він прагнув, і, нарешті, розслабляється. Спостереження за цими змінами в людях ніколи не набридає. Але світ великий, і Похмура Гавань - лише мала його частина - є ще багато людей, яким потрібна допомога, щоб здійснити свої мрії, і ти той, хто це зробить. Ви прощаєтеся і, повертаючись на дорогу в пошуках стражденних умів, не можете не сподіватися, що хтось інший продовжить давати людям тут привід співати, танцювати і святкувати."
PERSONALQUEST_A_Helping_Hand_Desc,"<b>завдання: стати свідком того, як 2 інших персонажа виконують свої особисті завдання.</b><br><br>Ви ніколи не прагнули бути в центрі уваги. У світі тепер достатньо егоїзму, тож публіці є на кого подивитися в достатку. Ви ж завжди вважали за краще залишатися на другому плані. Усі в цьому місті прагнуть високих і благородних цілей, а ви радієте просто тому, що можете допомагати іншим."
PERSONALQUEST_A_Helping_Hand_Objective_Desc,"Стати свідком того, як 2 інших персонажа виконують свої особисті завдання."
PERSONALQUEST_A_Helping_Hand_Objective_PROGRESS_TOOLTIP,"Інші персонажі, які виконують Особисті завдання, отримали:"
PERSONALQUEST_A_Helping_Hand_Objective_PROGRESS_TOOLTIP_EMPTY,"Поки немає тих, хто виконав особисті завдання."
PERSONALQUEST_A_Study_of_Anatomy,"Вивчення анатомії"
PERSONALQUEST_A_Study_of_Anatomy_COMPLETED,"Чудово. Абсолютно чудово. Те, що ви виявили, нотатки, які ви зробили... ви вивчатимете їх усе життя. Подумати тільки, вам потрібно було тільки спостерігати, як ваші товариші-найманці зазнають поразки за поразкою! Ви дякуєте їм за їхній внесок у науку, збираєте свої речі і вирушаєте додому - у вас попереду нове життя. Комусь іншому доведеться справлятися з їхніми медичними потребами, але ви впевнені, що вони скоро з'являться!"
PERSONALQUEST_A_Study_of_Anatomy_Desc,"<b>стати свідком того, як члени вашого загону (крім вас) 15 разів стають виснаженими.</b><br><br>Тіло - дивовижний витвір природи. Можна тільки захоплюватися тим, як воно працює і що приводить у дію цей надскладний механізм! А скільки у світі цікавих рас для вивчення! Тільки уявіть собі можливість дізнатися на що здатен організм представника кожної раси на межі своїх можливостей. Звісно, можна вивчати тіла в Університеті, але яка користь від мертвих останків? Найкращий спосіб провести дослідження, засукати рукава і самому вирушити в пригоду."
PERSONALQUEST_A_Study_of_Anatomy_Objective_Desc,"Стати свідком того, як члени вашого загону (крім вас) 15 разів стають виснаженими."
PERSONALQUEST_A_Study_of_Anatomy_Objective_PROGRESS_TOOLTIP,"Членів групи, які стали виснаженими:"
PERSONALQUEST_A_Study_of_Anatomy_Objective_PROGRESS_TOOLTIP_EMPTY,"Поки ніхто не був виснажений."
PERSONALQUEST_Aberrant_Slayer,"Неординарний вбивця"
PERSONALQUEST_Aberrant_Slayer_COMPLETED,"Поборовшись із демонами всіх відомих стихій, ви дізналися тільки одне: вбивати їх весело, але в жодному разі не ефективно. Якщо ви хочете виграти битву з ордами демонів, а не просто продовжити її - тоді ви маєте знайти спосіб вигнати демонів із цього світу. Знання, необхідні для такого подвигу, не лежать у межах Похмурої Гавані, тож ви залишаєте свою групу найманців, щоб вирушити на його пошуки. Тим часом стихійні сили, безсумнівно, продовжать проявлятися в цьому місті..."
PERSONALQUEST_Aberrant_Slayer_Desc,"<b>убити 1 вогняного демона, 1 морозного демона, 1 повітряного демона, 1 земляного демона, 1 нічного демона, 1 сонячного демона.</b><br><br>Від народження ви чули історії про давні часи, коли демони поневірялися землею і полювали на слабких, а потім ваші предки вигнали їх. Ви завжди вважали ці розповіді небилицями... точніше до недавнього часу. Демони все-таки існують і ви маєте продовжити бій, розпочатий вашими предками."
PERSONALQUEST_Aberrant_Slayer_Objective_Desc,"Убити по 1 демону кожного типу (у базовій грі)"
PERSONALQUEST_Aberrant_Slayer_Objective_PROGRESS_TOOLTIP,"Убито різних демонів, за стихіями:"
PERSONALQUEST_Aberrant_Slayer_Objective_PROGRESS_TOOLTIP_EMPTY,"Поки не було вбито демонів."
PERSONALQUEST_Augmented_Abilities,"Посилені здібності"
PERSONALQUEST_Augmented_Abilities_COMPLETED,"Сила, подібна до цієї - це те, про що ви ніколи не могли мріяти. Ви майже впевнені, що можете зробити майже все, але немає сенсу бути впевненим абсолютно - ви хочете з'ясувати це самі. Настав час покинути Похмуру Гавань зі своїми новознайденими здібностями і провести своє життя, намагаючись робити все і всюди. Але ти скоро повернешся: наступного разу, коли ти зробиш ставку, буде ще більше Естер, готових розширити свої можливості за невелику плату."
PERSONALQUEST_Augmented_Abilities_Desc,"<b>купіть 4 поліпшення (потрібен доступ до Чарівниці).</b><br><br>Звісно, Похмура гавань не найзатишніша місцинка, але вона все одно по-своєму прекрасна, адже в ній можна зустріти кого завгодно. Наприклад, Естерів. Ви ніколи не бачили їх стільки. Ходять навіть чутки, що в місті можна зустріти Естерку, яка вміє посилювати інших за допомогою магії! Володіючи подібними поліпшеннями, ви точно впораєтеся з будь-яким супротивником!"
PERSONALQUEST_Augmented_Abilities_Objective_Desc,"Купіть 4 поліпшення (потрібен доступ до Чарівниці)."
PERSONALQUEST_Augmented_Abilities_Objective_PROGRESS_TOOLTIP,"Поліпшень карт куплено:"
PERSONALQUEST_Augmented_Abilities_Objective_PROGRESS_TOOLTIP_EMPTY,"Поки що не було покупок."
PERSONALQUEST_Battle_Legend,"Легендарний воїн"
PERSONALQUEST_Battle_Legend_COMPLETED,"Вас назавжди запам'ятають за те, що ви зробили, за істот, з якими ви билися, за плани, які ви зірвали... Ви впевнені, що ніколи не було такого великого найманця, як ви. Щоб забезпечити свою легенду зараз, ви маєте продемонструвати свої навички та історії усьому світові, тож ви залишаєте Похмуру Гавань у пошуках більш масштабних битв у далеких землях. Якщо пощастить, ви навіть можете зустріти барда, який запише всі ваші епічні пригоди..."
PERSONALQUEST_Battle_Legend_Desc,"<b>отримати 15 галочок за виконання бойових завдань.</b><br><br>Настав час зробити собі ім'я. Будь-який найманець може піти і просто виконати свою роботу. Але ви... ви не просто ""будь-який найманець"" - у вас є свій стиль. Якщо вже братися за справу, то з розмахом, так щоб історії про ваші битви оспівували барди в тавернах по всьому світу. Якщо після вашої смерті про вас не складуть легенди, то навіщо взагалі жити?"
PERSONALQUEST_Battle_Legend_Objective_Desc,"Отримати 15 галочок за виконання бойових завдань."
PERSONALQUEST_Battle_Legend_Objective_PROGRESS_TOOLTIP,"Галочок зароблено за бойові ЦІЛІ:"
PERSONALQUEST_Battle_Legend_Objective_PROGRESS_TOOLTIP_EMPTY,"Галочок зароблено не було."
PERSONALQUEST_Elemental_Samples,"Зразки стихій"
PERSONALQUEST_Elemental_Samples_COMPLETED,"Дивно, що це місто не кишить ученими. Насправді, з огляду на те, наскільки небезпечно було намагатися дослідити Похмуру Гавань та її околиці, це не так, але для цього і була створена ця команда найманців. Результати говорять самі за себе: рівні Стихій тут безпрецедентні, їхні можливості майже безмежні для вас. Ви дякуєте найманцям за їхню допомогу і готуєтеся до довгого повернення до своєї самотньої вежі в дикій місцевості - вам потрібно швидко розробити кращий спосіб використовувати ці сили: скоро в Похмуру Гавань прибудуть інші ентузіасти стихій."
PERSONALQUEST_Elemental_Samples_Desc,"<b>успішно завершити хоча б по одному сценарію в кожній з наступних областей: Похмура гавань, Кинджальний ліс, Вічнотопке болото, Сторожові гори, Мідні хребти і Туманне море.</b><br><br>Який же чудовий наш світ, особливо в околицях Похмурої гавані. Так багато незвичайних явищ, що зачаровують. Стільки яскравих і барвистих зразків, які ще належить зібрати. Однак місця ці досить небезпечні - небажано вирушати туди поодинці."
PERSONALQUEST_Elemental_Samples_Objective_Desc,"Успішно завершити хоча б по одному сценарію в кожній з наступних областей: Похмура гавань, Кинджальний ліс, Вічнотопке болото, Сторожові гори, Мідні хребти і Туманне море"
PERSONALQUEST_Elemental_Samples_Objective_PROGRESS_TOOLTIP,"Виконано завдань у різних регіонах:"
PERSONALQUEST_Elemental_Samples_Objective_PROGRESS_TOOLTIP_EMPTY,"Немає виконаних завдань."
PERSONALQUEST_Eternal_Wanderer,"Вічний мандрівник"
PERSONALQUEST_Eternal_Wanderer_COMPLETED,"Про таку красу ви й не мріяли. Будучи найманцем, ви відвідували місця, в які мало хто коли-небудь ступав - ви навіть перетиналися з істотами з інших світів. Тепер, опинившись у присутності цих природних чудес, ви шкодуєте, що не зосередилися на самих локаціях, а не на боях, які привели вас туди. Ваш час як найманця навчив вас тримати себе в руках, але який-небудь інший мешканець світів може зайняти ваше місце воїна: ви покидаєте Похмуру Гавань у пошуках нових визначних пам'яток і вражень, які ви плануєте отримати без постійного насильства."
PERSONALQUEST_Eternal_Wanderer_Desc,"<b>успішно завершити 15 різних сценаріїв. (у базовій грі)</b><br><br>У світі так багато незвіданого. Стільки місць неймовірної краси: засніжені гірські вершини, загублені острови, печери з кристалами. Безсумнівно, всі ці чудові краєвиди з'явилися невипадково. Ви згораєте від нетерпіння відвідати їх і спробувати уявити, як вони могли з'явитися. Можливо, це дасть вам якісь відповіді на запитання, навіщо ви самі існуєте в цьому світі."
PERSONALQUEST_Eternal_Wanderer_Objective_Desc,"Успішно завершити 15 різних сценаріїв. (у базовій грі)"
PERSONALQUEST_Eternal_Wanderer_Objective_PROGRESS_TOOLTIP,"Завдань виконано:"
PERSONALQUEST_Eternal_Wanderer_Objective_PROGRESS_TOOLTIP_EMPTY,"Немає виконаних завдань."
PERSONALQUEST_Fearless_Stand,"Мужня відсіч"
PERSONALQUEST_Fearless_Stand_COMPLETED,"Вони сміялися над тобою, маленьким хлопчиною, диваком, тим, на кого вони дивилися зверхньо, обзивали. Ніхто не думав, що ви могли б битися з тими істотами, з якими ви боролися, що чудовиська колись здадуться вашій забаганці: самовпевнені заплатили за свої злодіяння. Ти довів Похмурій Гавані, що слабкий може стати могутнім, і тепер ти можеш повернутися до свого життя, знаючи, що ніхто не посміє знову образити тебе. Однак щось підказує тобі, що ти не будеш останнім із низькорослих воїнів дивного вигляду в цьому місті."
PERSONALQUEST_Fearless_Stand_Desc,"<b>убити 20 еліьтних монстрів. (у базовій грі)</b><br><br>Серед своїх однолітків ви ніколи не виділялися великими габаритами. Правду кажучи, все ваше дитинство і отроцтво вас задирали за ваш маленький зріст і за те, що ви відрізняєтеся від інших. От би ті задираки побачили вас зараз. Настав час постояти за того малюка і показати всім, хто вважає себе кращим за інших, що вони глибоко помиляються. Нехай спочивають у землі нарівні з іншими."
PERSONALQUEST_Fearless_Stand_Objective_Desc,"Убити 20 елітних монстрів. (у базовій грі)"
PERSONALQUEST_Fearless_Stand_Objective_PROGRESS_TOOLTIP,"Елітних монстрів убито:"
PERSONALQUEST_Fearless_Stand_Objective_PROGRESS_TOOLTIP_EMPTY,"Серед убитих не було елітних."
PERSONALQUEST_Finding_the_Cure,"У пошуках ліків"
PERSONALQUEST_Finding_the_Cure_COMPLETED,"Перед від'їздом ви дякуєте своїй команді найманців за допомогу, а потім поспішаєте у своє село. Ви ставите питання, які таємниці чекають на Похмуру Гавань, але незабаром усе, про що ви можете думати, це про дім - сподіваюся, ви не надто запізнилися. Сподіваюся, тобі не доведеться дивитися, як помирає хтось ще."
PERSONALQUEST_Finding_the_Cure_Desc,"<b>убити 8 лісових бісів, після чого стане доступний сценарій 59 (""Забутий гай""). Потім пройти до кінця його сюжетну лінію.<br><br>Усе почалося зі звичайного кашлю, яким вас розбудив один із сусідів. Напади не припинялися всю ніч і про сон можна було забути. Потім хвороба почала поширюватися, а її симптоми ставали дедалі страшнішими: кровотечі, нариви і незабаром смерть. Старійшина повідав, що ліки можна відшукати десь у нетрях Кинджального лісу і вони якось пов'язані з лісовими бісами. Якщо ви зберете достатньо їхньої крові, то, можливо, вам вдасться знайти ліки самостійно."
PERSONALQUEST_Finding_the_Cure_Objective_Desc,"Убити 8 лісових бісів, після чого стане доступний сценарій 59 (""Забутий гай""). Потім пройти до кінця його сюжетну лінію."
PERSONALQUEST_Finding_the_Cure_Objective_PROGRESS_TOOLTIP,"Лісових бісів убито:"
PERSONALQUEST_Finding_the_Cure_Objective_PROGRESS_TOOLTIP_EMPTY,"Лісових бісів не вбито."
PERSONALQUEST_Finding_the_Cure_Objective_Step0_Desc,"Убити 8 Лісових Бісів. (Прогресивна ЦІЛЬ)"
PERSONALQUEST_Finding_the_Cure_Objective_Step1_Desc,"Пройдіть сценарій 59 ""Забутий Гай"
PERSONALQUEST_Finding_the_Cure_Objective_Step2_Desc,"Пройдіть сценарій ""Алхімічна лабораторія"
PERSONALQUEST_Finding_the_Cure_PROGRESS_COMPLETED_STEP_0,"Ви маєте змусити себе не втрачати зосередженості в цій битві, коли усвідомлюєте, що ви щойно зробили. Із цим останнім Бісом ви тепер зібрали стільки сутності Лісових Бісів, скільки зможете забрати - цього має бути достатньо, щоб здійснити те, що треба. Ви більше не повинні гаяти часу: щойно ви покінчите з цим, ви маєте використати цю есенцію, щоб знайти ліки."
PERSONALQUEST_Goliath_Toppler,"Винищувач гігантів"
PERSONALQUEST_Goliath_Toppler_COMPLETED,"Звичайно, ніхто не може бути більшим героєм, ніж ви. Ви прочесали Похмуру Гавань у пошуках її найрідкісніших і наймогутніших ворогів і перемогли їх у славній битві. Про ваші битви говоритимуть із покоління в покоління - хоча ви не плануєте відпочивати, коли прощаєтеся зі своїми доблесними товаришами-найманцями та виходите на відкриту дорогу. Можливо, одного разу ви повернетеся в Похмуру Гавань і побачите, які ще унікальні істоти з'явилися, щоб відповісти на ваш виклик, але зараз більше істот чекають за межами досяжності цього міста, і ваш героїчний обов'язок - зустрітися віч-на-віч із кожним із них у бою."
PERSONALQUEST_Goliath_Toppler_Desc,"<b>успішно завершити 4 різних сценарії з босами. (у базовій грі)</b><br><br>Ви в найдрібніших подробицях пам'ятаєте той день, коли тінь пронеслася над вашим селом. Всі говорили, що це була всього лише хмара. але ви-то впевнені: то був дракон! Ваше майбутнє заграло яскравими фарбами. Ви знали, що одного разу ви покинете село в пошуках інших рідкісних і величних істот і що зробите їм честь, викликавши їх на бій. Зрештою. так заведено у справжніх героїв."
PERSONALQUEST_Goliath_Toppler_Objective_Desc,"Успішно завершити 4 різні сценарії з босами. (у базовій грі)"
PERSONALQUEST_Goliath_Toppler_Objective_PROGRESS_TOOLTIP,"Завершено завдань із босами:"
PERSONALQUEST_Goliath_Toppler_Objective_PROGRESS_TOOLTIP_EMPTY,"Завершених завдань із босами не було."
PERSONALQUEST_Greed_is_Good,"Жадібність не порок"
PERSONALQUEST_Greed_is_Good_COMPLETED,"Нарешті! Бажання інших найманців ""допомагати одне одному"" і ""мстити друзям"" почали викликати у вас нудоту, ну і сморід занедбаних склепів. Однак ця заспокійлива і побрязкувата вага того варта. Розграбувавши місто всім, чим тільки можна, ви залишаєте Похмуру Гавань - це місто напевно ніколи більше не побачить такого багатого найманця. Тільки-но ви виходите за ворота, як ваш розум починає гарячково вигадувати нові схеми, щоб ще більше погіршити ваш гаманець: можливо, вам варто вкласти гроші у власну гільдію?"
PERSONALQUEST_Greed_is_Good_Desc,"<b>мати 200 золотих в особистому запасі.</b><br><br>У житті є багато високих і благородних цілей - зустріти велике кохання або дожити до глибокої старості. Яка нісенітниця! Єдина важлива річ у світі - це гроші: набрати побільше і заховати надійніше. Відчуття тяжкості золотих монет у гаманці - найпрекрасніше, що можна собі уявити! І чорт би побрав цих старих і закоханих."
PERSONALQUEST_Greed_is_Good_Objective_Desc,"Мати 200 золотих в особистому запасі"
PERSONALQUEST_Greed_is_Good_Objective_PROGRESS_TOOLTIP,"Золота зібрано:"
PERSONALQUEST_Greed_is_Good_Objective_PROGRESS_TOOLTIP_EMPTY,"Немає зібраного золота."
PERSONALQUEST_Implement_of_Light,"В ім'я світла"
PERSONALQUEST_Implement_of_Light_COMPLETED,"Це гірше, ніж ви думали: навіть маючи сокиру, нежить все одно стала занадто сильною. Більше ви нічого не можете зробити тут, бо хвороба розповзається глибше, ніж в одному місті. Подякувавши своїм колегам-найманцям, ви залишаєте Похмуру Гавань, щоб вистежити справжнє джерело цієї темної некромантії. Ви тільки сподіваєтеся, що хтось інший боротиметься за Світло в цьому місті."
PERSONALQUEST_Implement_of_Light_Desc,"<b>знайдіть Сокиру Черепобійця в Святилищі Некроманта, а потім використайте її, щоб вбити 7 Живих Кісток, Трупів або Живих Духів.</b><br><br>Навала мертвих нависла над вами. Ви відчуваєте присутність неприродного життя, яке душить світ. Ви чули оповіді про легендарну святу сокиру, яку тримає огидний некромант. Ваша ЦІЛЬ проста: вбити некроманта, забрати сокиру і знищити загрозу мертвих."
PERSONALQUEST_Implement_of_Light_Objective_Desc,"Знайдіть Сокиру Черепобійця в Святилищі Некроманта, а потім використайте її, щоб вбити 7 Живих Кісток, Трупів або Живих Духів"
PERSONALQUEST_Implement_of_Light_Objective_PROGRESS_TOOLTIP,"Живі Кістки, Трупи та Духи, вбиті Сокирою Черепобійця:"
PERSONALQUEST_Implement_of_Light_Objective_PROGRESS_TOOLTIP_EMPTY,"Поки що нікого."
PERSONALQUEST_Law_Bringer,"Закон і порядок"
PERSONALQUEST_Law_Bringer_COMPLETED,"Це була важка робота, але хтось повинен був її виконати, заради захисту закону і порядку від цих головорізів. Завдяки вам Похмура Гавань стала трохи безпечнішою, і будь-хто, хто наважиться загрожувати цьому світу, знає, що його егоїзм більше не залишиться безкарним. Ви зробили свій внесок, і настав час для заслуженого відпочинку - тепер комусь іншому доведеться підтримувати порядок у Похмурій Гавані: у цих землях ще багато хаосу."
