Keys,"English [en-GB]"
KEYCODE_RightCommand,"Right Command"
KEYCODE_RightControl,"Right Control"
KEYCODE_RightShift,"Right Shift"
KEYCODE_RightWindows,"Right Windows"
KEYCODE_ScrollLock,"Scroll Lock"
KEYCODE_Space,"Space"
KEYCODE_SysReq,"Sys Req"
KEYCODE_Tab,"Tab"
KEYCODE_UpArrow,"Up Arrow"
Kailej,"Kailej"
Kailej_DESCR,"The southern Inox settlement of Kailej is somewhat of an oddity. Uncharacteristic of its inhabitants, the large town’s wooden buildings and rudimentary sewer system fuel rumours that it was not the Inox who built it. Nevertheless, it is a welcome rest-stop for those journeying south across Stormbrew."
Keyport,"Keyport"
Keyport_DESCR,"Keyport is the main trading hub of the western sea, and has grown wealthy and powerful. Rumours abound of the merchant's guild planning a local coup, and the garrison of Staybright has been bolstered as a precaution."
Kill,"Kill"
Kill All Enemies,"Kill All Enemies"
Kill_AllNormalEnemiesInTargetedArea,"Kill all normal enemies in the targeted area."
Kill_OneAdjacentEnemy,"Kill one adjacent normal or elite enemy."
Kill_OneAdjacentNormalEnemy,"Kill one adjacent normal enemy."
Kill_OneNormal,"Kill one normal target"
Killbot,"Kill Bot"
LOADING_TIP_001,"Try to take damage to your hit points over burning cards – it's often easier to regain health than recover burned cards."
LOADING_TIP_002,"Watch out for traps! You can see them glinting occasionally to help you spot them."
LOADING_TIP_003,"You can use Push and Pull abilities to force enemies onto traps."
LOADING_TIP_004,"You can press Tab to highlight objects and characters in the level."
LOADING_TIP_005,"You can press Alt to show all mercenaries' hands of cards and inventories on screen together at once."
LOADING_TIP_006,"Use R to rotate your area effect shapes to line them up with your enemies."
LOADING_TIP_007,"Look for synergies not only between your cards, but also the cards of your other party members."
LOADING_TIP_008,"Move abilities on the top half of a card and Attack abilities on the bottom half of a card are uncommon, but can be especially useful."
LOADING_TIP_009,"You can adjust the difficulty to your liking if you find yourself struggling or craving a challenge."
LOADING_TIP_010,"Consider whether you want to act early or late in a round – letting the enemy move towards you first can be advantageous."
LOADING_TIP_011,"You can press Tab to see the order in which enemies of the same type will act."
LOADING_TIP_012,"To consume elements to augment an ability, click the toggles that appear before confirming targets for the ability."
LOADING_TIP_013,"Be prepared for more enemies when you open a door to another room!"
LOADING_TIP_014,"Choose your party before travelling – once you are on your way, you can no longer switch out party members."
LOADING_TIP_015,"For those really tough missions in Guildmaster mode, consider seeking a blessing from the Temple beforehand."
LOADING_TIP_016,"Guildmaster's Job quests have a chance of spawning a chest – be sure to loot it before finishing the scenario objectives!"
LOADING_TIP_017,"Be careful when equipping new Items – they'll be bound to that mercenary. You'll have to pay to re-equip them elsewhere."
LOADING_TIP_018,"You can unlock more enhancement types by completing achievements, and more slots per mercenary by exploring the map."
LOADING_TIP_019,"Guildmaster's Travel and Job quests scale as you play through the game. Story and Relic quests tend to be tougher!"
LOADING_TIP_020,"Not all scenarios require all enemies to be killed to be completed – be sure to check your objectives."
LOADING_TIP_021,"Allies can be helpful in scenarios, but are often a little reckless – try to divert attacks from them to keep them alive!"
LOADING_TIP_022,"If you are unsure if you will get to act early or late, consider picking a pair of cards that can be useful regardless of when you get to act."
LOADING_TIP_023,"Observe the enemy moves and learn their decks and abilities. Some creatures are consistently fast and others slow, which is knowledge you can use to your advantage."
LOADING_TIP_024,"You can press L to see the Line of Sight display."
LOADING_TIP_025,"Each card half you select for a player character's turn is an action, and is comprised of one or more abilities."
LOADING_TIP_026,"An action with a specified type means that at least one of the abilities within are of that type. For example, a ""Move action"" contains at least one Move ability."
LOADING_TIP_027,"Whenever you Push/Pull X, you must always Push/Pull the target the full amount (unless obstacles/characters prevent further movement), or skip the effect altogether."
LOADING_TIP_028,"Beware that if a Miss (x0) attack modifier is drawn along with a rolling modifier while you have Advantage, the miss will still apply!"
LOADING_TIP_029,"Enemies add +1 Attack when attacking a Poisoned <sprite name=Poison> character. A Heal ability will cure Poison but have no other effect."
LOADING_TIP_030,"Wound <sprite name=Wound> causes the character to suffer one damage at the start of each of its turns. A Heal ability will cure the Wound."
LOADING_TIP_031,"Immobilize <sprite name=Immobilize> prevents a character from performing any Move abilities until the end of their next turn."
LOADING_TIP_032,"Disarm <sprite name=Disarm> prevents a character from performing any Attack abilities until the end of their next turn."
LOADING_TIP_033,"Stun <sprite name=Stun> prevents a character from performing any actions or using items until the end of their next turn."
LOADING_TIP_034,"Stunned <sprite name=Stun> characters must still select cards for their turn, but they are simply discarded. Long Rests are performed as normal."
